cliente,produto,preco,categoria,quantidade,data,cidade,Faturamento
1548,geladeira,5000.0,Eletrodomésticos,2,16/04/2024,Florianópolis,10000.0
6584,fone de ouvido,200.0,Smartphones e Acessórios,1,16/04/2024,Porto Alegre,200.0
2683,carregador,100.0,Smartphones e Acessórios,2,16/04/2024,Curitiba,200.0
3342,fogao,1500.0,Eletrodomésticos,3,16/04/2024,Joinville,4500.0
7068,monitor,1500.0,Informática e Periféricos,2,16/04/2024,Belo Horizonte,3000.0
9024,fone de ouvido,200.0,Smartphones e Acessórios,4,16/04/2024,Balneário Camboriú,800.0
2175,carregador,100.0,Smartphones e Acessórios,2,16/04/2024,Florianópolis,200.0
7471,fone de ouvido,200.0,Smartphones e Acessórios,2,16/04/2024,Joinville,400.0
3588,mouse,100.0,Informática e Periféricos,2,16/04/2024,Rio de Janeiro,200.0
4200,fone de ouvido,200.0,Smartphones e Acessórios,4,16/03/2025,Rio de Janeiro,800.0
8472,carregador,100.0,Smartphones e Acessórios,4,16/03/2025,Belo Horizonte,400.0
157,notebook,4000.0,Informática e Periféricos,5,16/03/2025,Campinas,20000.0
8773,geladeira,5000.0,Eletrodomésticos,4,16/03/2025,Curitiba,20000.0
9852,smartwatch,1000.0,Smartphones e Acessórios,4,16/03/2025,Rio de Janeiro,4000.0
6277,carregador,100.0,Smartphones e Acessórios,3,16/03/2025,Joinville,300.0
1274,ar-condicionado,2500.0,Eletrodomésticos,3,16/03/2025,Belo Horizonte,7500.0
8055,notebook,4000.0,Informática e Periféricos,2,16/03/2025,Joinville,8000.0
3253,monitor,1500.0,Informática e Periféricos,2,16/03/2025,São Paulo,3000.0
7372,mouse,100.0,Informática e Periféricos,5,16/03/2025,Belo Horizonte,500.0
2909,smartphone,2000.0,Smartphones e Acessórios,3,16/03/2025,Belo Horizonte,6000.0
5288,soundbar,1000.0,"TV, Áudio e Vídeo",2,16/03/2025,Curitiba,2000.0
7086,fone de ouvido,200.0,Smartphones e Acessórios,2,16/03/2025,Joinville,400.0
6827,smartphone,2000.0,Smartphones e Acessórios,2,16/03/2025,Florianópolis,4000.0
7113,soundbar,1000.0,"TV, Áudio e Vídeo",5,16/03/2025,Curitiba,5000.0
3588,fogao,1500.0,Eletrodomésticos,4,16/03/2025,Belo Horizonte,6000.0
3987,chromecast,200.0,"TV, Áudio e Vídeo",4,16/03/2024,Florianópolis,800.0
1579,smartwatch,1000.0,Smartphones e Acessórios,4,16/03/2024,Joinville,4000.0
9404,carregador,100.0,Smartphones e Acessórios,5,16/03/2024,Santos,500.0
6289,mouse,100.0,Informática e Periféricos,1,16/03/2024,Campinas,100.0
5157,smartphone,2000.0,Smartphones e Acessórios,4,16/03/2024,Porto Alegre,8000.0
7448,notebook,4000.0,Informática e Periféricos,2,16/03/2024,Florianópolis,8000.0
8462,notebook,4000.0,Informática e Periféricos,3,16/03/2024,Belo Horizonte,12000.0
7700,mouse,100.0,Informática e Periféricos,3,16/03/2024,Balneário Camboriú,300.0
9029,ar-condicionado,2500.0,Eletrodomésticos,5,16/03/2024,Joinville,12500.0
5061,fogao,1500.0,Eletrodomésticos,3,16/03/2024,Belo Horizonte,4500.0
6584,chromecast,200.0,"TV, Áudio e Vídeo",5,16/02/2025,Joinville,1000.0
7903,mouse,100.0,Informática e Periféricos,1,16/02/2025,Campinas,100.0
2263,fogao,1500.0,Eletrodomésticos,3,16/02/2025,São Paulo,4500.0
2164,mouse,100.0,Informática e Periféricos,2,16/02/2025,Balneário Camboriú,200.0
9649,fogao,1500.0,Eletrodomésticos,3,16/02/2025,Belo Horizonte,4500.0
4494,smartwatch,1000.0,Smartphones e Acessórios,2,16/02/2025,Belo Horizonte,2000.0
1866,carregador,100.0,Smartphones e Acessórios,3,16/02/2025,Belo Horizonte,300.0
1261,notebook,4000.0,Informática e Periféricos,5,16/02/2025,Joinville,20000.0
1702,chromecast,200.0,"TV, Áudio e Vídeo",2,16/02/2025,Santos,400.0
8371,fone de ouvido,200.0,Smartphones e Acessórios,4,16/02/2024,São Paulo,800.0
8439,ar-condicionado,2500.0,Eletrodomésticos,5,16/02/2024,Belo Horizonte,12500.0
1432,smartphone,2000.0,Smartphones e Acessórios,4,16/02/2024,Campinas,8000.0
2185,smart tv,4000.0,"TV, Áudio e Vídeo",5,16/02/2024,Balneário Camboriú,20000.0
3614,monitor,1500.0,Informática e Periféricos,5,16/02/2024,Rio de Janeiro,7500.0
6496,mouse,100.0,Informática e Periféricos,5,16/02/2024,Campinas,500.0
9549,geladeira,5000.0,Eletrodomésticos,3,16/02/2024,Florianópolis,15000.0
5245,chromecast,200.0,"TV, Áudio e Vídeo",4,16/02/2024,Joinville,800.0
412,mouse,100.0,Informática e Periféricos,2,16/02/2024,Campinas,200.0
5031,smart tv,4000.0,"TV, Áudio e Vídeo",4,16/02/2024,Balneário Camboriú,16000.0
605,soundbar,1000.0,"TV, Áudio e Vídeo",2,16/01/2026,Campinas,2000.0
4646,smart tv,4000.0,"TV, Áudio e Vídeo",5,16/01/2026,Rio de Janeiro,20000.0
928,smartwatch,1000.0,Smartphones e Acessórios,5,16/01/2026,Balneário Camboriú,5000.0
2913,fone de ouvido,200.0,Smartphones e Acessórios,4,16/01/2026,São Paulo,800.0
236,notebook,4000.0,Informática e Periféricos,2,16/01/2026,Balneário Camboriú,8000.0
3176,fogao,1500.0,Eletrodomésticos,4,16/01/2026,Porto Alegre,6000.0
5457,smart tv,4000.0,"TV, Áudio e Vídeo",2,16/01/2026,Rio de Janeiro,8000.0
632,chromecast,200.0,"TV, Áudio e Vídeo",1,16/01/2026,Santos,200.0
4306,fone de ouvido,200.0,Smartphones e Acessórios,1,16/01/2026,Campinas,200.0
8474,carregador,100.0,Smartphones e Acessórios,4,16/01/2026,Balneário Camboriú,400.0
7480,mouse,100.0,Informática e Periféricos,2,16/01/2025,São Paulo,200.0
9941,geladeira,5000.0,Eletrodomésticos,1,16/01/2025,Florianópolis,5000.0
4140,smartwatch,1000.0,Smartphones e Acessórios,3,16/01/2025,Santos,3000.0
9582,fone de ouvido,200.0,Smartphones e Acessórios,5,16/01/2025,Joinville,1000.0
4893,soundbar,1000.0,"TV, Áudio e Vídeo",1,16/01/2025,Belo Horizonte,1000.0
2447,geladeira,5000.0,Eletrodomésticos,4,16/01/2025,Curitiba,20000.0
8133,geladeira,5000.0,Eletrodomésticos,2,16/01/2025,Curitiba,10000.0
2614,chromecast,200.0,"TV, Áudio e Vídeo",2,16/01/2025,Belo Horizonte,400.0
2422,soundbar,1000.0,"TV, Áudio e Vídeo",2,16/01/2025,Santos,2000.0
3055,smartwatch,1000.0,Smartphones e Acessórios,3,16/01/2025,Florianópolis,3000.0
4111,smartphone,2000.0,Smartphones e Acessórios,2,16/01/2025,Florianópolis,4000.0
6524,smart tv,4000.0,"TV, Áudio e Vídeo",4,16/01/2025,Porto Alegre,16000.0
8833,notebook,4000.0,Informática e Periféricos,2,15/12/2025,São Paulo,8000.0
266,fone de ouvido,200.0,Smartphones e Acessórios,5,15/12/2025,Curitiba,1000.0
5206,smart tv,4000.0,"TV, Áudio e Vídeo",1,15/12/2025,Campinas,4000.0
338,smart tv,4000.0,"TV, Áudio e Vídeo",4,15/12/2025,Santos,16000.0
4782,chromecast,200.0,"TV, Áudio e Vídeo",2,15/12/2025,Belo Horizonte,400.0
7009,geladeira,5000.0,Eletrodomésticos,4,15/12/2025,São Paulo,20000.0
5064,carregador,100.0,Smartphones e Acessórios,3,15/12/2025,Belo Horizonte,300.0
4360,monitor,1500.0,Informática e Periféricos,5,15/12/2025,Florianópolis,7500.0
6523,chromecast,200.0,"TV, Áudio e Vídeo",3,15/12/2025,Santos,600.0
1678,chromecast,200.0,"TV, Áudio e Vídeo",4,15/12/2025,Joinville,800.0
5168,geladeira,5000.0,Eletrodomésticos,5,15/12/2025,Joinville,25000.0
8497,smart tv,4000.0,"TV, Áudio e Vídeo",2,15/12/2025,Belo Horizonte,8000.0
2779,smart tv,4000.0,"TV, Áudio e Vídeo",3,15/12/2024,Balneário Camboriú,12000.0
33,fone de ouvido,200.0,Smartphones e Acessórios,3,15/12/2024,Campinas,600.0
8771,geladeira,5000.0,Eletrodomésticos,2,15/12/2024,Rio de Janeiro,10000.0
9447,geladeira,5000.0,Eletrodomésticos,3,15/12/2024,Santos,15000.0
995,chromecast,200.0,"TV, Áudio e Vídeo",1,15/12/2024,Rio de Janeiro,200.0
6036,chromecast,200.0,"TV, Áudio e Vídeo",5,15/12/2024,Rio de Janeiro,1000.0
6178,smartwatch,1000.0,Smartphones e Acessórios,5,15/12/2024,Belo Horizonte,5000.0
7044,ar-condicionado,2500.0,Eletrodomésticos,3,15/12/2024,Santos,7500.0
6717,smartphone,2000.0,Smartphones e Acessórios,2,15/12/2024,Joinville,4000.0
9866,mouse,100.0,Informática e Periféricos,3,15/12/2024,São Paulo,300.0
5686,smart tv,4000.0,"TV, Áudio e Vídeo",3,15/12/2024,Santos,12000.0
9233,smartphone,2000.0,Smartphones e Acessórios,2,15/12/2024,Curitiba,4000.0
359,smart tv,4000.0,"TV, Áudio e Vídeo",2,15/12/2024,Rio de Janeiro,8000.0
7876,ar-condicionado,2500.0,Eletrodomésticos,4,15/12/2024,Campinas,10000.0
6832,carregador,100.0,Smartphones e Acessórios,4,15/12/2024,Balneário Camboriú,400.0
1353,smartphone,2000.0,Smartphones e Acessórios,5,15/11/2025,Joinville,10000.0
4015,fone de ouvido,200.0,Smartphones e Acessórios,2,15/11/2025,Florianópolis,400.0
879,fogao,1500.0,Eletrodomésticos,3,15/11/2025,Florianópolis,4500.0
2495,geladeira,5000.0,Eletrodomésticos,4,15/11/2025,Rio de Janeiro,20000.0
9598,fone de ouvido,200.0,Smartphones e Acessórios,4,15/11/2025,Joinville,800.0
9691,fone de ouvido,200.0,Smartphones e Acessórios,3,15/11/2025,Campinas,600.0
7027,smart tv,4000.0,"TV, Áudio e Vídeo",5,15/11/2025,São Paulo,20000.0
6243,carregador,100.0,Smartphones e Acessórios,3,15/11/2025,Campinas,300.0
8204,ar-condicionado,2500.0,Eletrodomésticos,2,15/11/2025,Joinville,5000.0
8874,mouse,100.0,Informática e Periféricos,3,15/11/2024,Joinville,300.0
2087,geladeira,5000.0,Eletrodomésticos,3,15/11/2024,Curitiba,15000.0
1579,carregador,100.0,Smartphones e Acessórios,3,15/11/2024,Santos,300.0
1704,fone de ouvido,200.0,Smartphones e Acessórios,1,15/11/2024,Campinas,200.0
2826,geladeira,5000.0,Eletrodomésticos,2,15/11/2024,Balneário Camboriú,10000.0
6248,fone de ouvido,200.0,Smartphones e Acessórios,4,15/11/2024,Joinville,800.0
9774,geladeira,5000.0,Eletrodomésticos,4,15/11/2024,Joinville,20000.0
4473,soundbar,1000.0,"TV, Áudio e Vídeo",2,15/11/2024,Florianópolis,2000.0
3827,fone de ouvido,200.0,Smartphones e Acessórios,3,15/11/2024,Balneário Camboriú,600.0
73,smartphone,2000.0,Smartphones e Acessórios,5,15/10/2025,Joinville,10000.0
3264,chromecast,200.0,"TV, Áudio e Vídeo",5,15/10/2025,Santos,1000.0
1460,fone de ouvido,200.0,Smartphones e Acessórios,5,15/10/2025,Florianópolis,1000.0
6713,smartphone,2000.0,Smartphones e Acessórios,4,15/10/2025,Rio de Janeiro,8000.0
2063,smartwatch,1000.0,Smartphones e Acessórios,4,15/10/2025,Porto Alegre,4000.0
9407,notebook,4000.0,Informática e Periféricos,1,15/10/2025,Rio de Janeiro,4000.0
6483,smartwatch,1000.0,Smartphones e Acessórios,2,15/10/2025,Santos,2000.0
8146,monitor,1500.0,Informática e Periféricos,1,15/10/2025,Balneário Camboriú,1500.0
8739,mouse,100.0,Informática e Periféricos,4,15/10/2025,Belo Horizonte,400.0
2177,mouse,100.0,Informática e Periféricos,4,15/10/2025,Rio de Janeiro,400.0
7444,smartwatch,1000.0,Smartphones e Acessórios,1,15/10/2025,São Paulo,1000.0
3397,monitor,1500.0,Informática e Periféricos,5,15/10/2024,São Paulo,7500.0
4165,mouse,100.0,Informática e Periféricos,4,15/10/2024,Florianópolis,400.0
6116,smart tv,4000.0,"TV, Áudio e Vídeo",4,15/10/2024,Rio de Janeiro,16000.0
388,chromecast,200.0,"TV, Áudio e Vídeo",3,15/10/2024,Florianópolis,600.0
9617,smart tv,4000.0,"TV, Áudio e Vídeo",2,15/10/2024,Rio de Janeiro,8000.0
5631,mouse,100.0,Informática e Periféricos,1,15/10/2024,Santos,100.0
1764,carregador,100.0,Smartphones e Acessórios,2,15/10/2024,Campinas,200.0
5323,fone de ouvido,200.0,Smartphones e Acessórios,3,15/10/2024,Campinas,600.0
1361,geladeira,5000.0,Eletrodomésticos,5,15/10/2024,Balneário Camboriú,25000.0
3608,smart tv,4000.0,"TV, Áudio e Vídeo",1,15/09/2025,Belo Horizonte,4000.0
3066,notebook,4000.0,Informática e Periféricos,5,15/09/2025,Santos,20000.0
4915,ar-condicionado,2500.0,Eletrodomésticos,4,15/09/2025,Santos,10000.0
6409,mouse,100.0,Informática e Periféricos,5,15/09/2025,São Paulo,500.0
4273,notebook,4000.0,Informática e Periféricos,1,15/09/2025,Porto Alegre,4000.0
1233,mouse,100.0,Informática e Periféricos,4,15/09/2025,Rio de Janeiro,400.0
6114,fone de ouvido,200.0,Smartphones e Acessórios,1,15/09/2025,Santos,200.0
7009,smart tv,4000.0,"TV, Áudio e Vídeo",3,15/09/2024,Campinas,12000.0
8255,ar-condicionado,2500.0,Eletrodomésticos,5,15/09/2024,Campinas,12500.0
6668,smart tv,4000.0,"TV, Áudio e Vídeo",4,15/09/2024,São Paulo,16000.0
1348,fone de ouvido,200.0,Smartphones e Acessórios,1,15/09/2024,Balneário Camboriú,200.0
7662,soundbar,1000.0,"TV, Áudio e Vídeo",4,15/09/2024,Joinville,4000.0
8557,chromecast,200.0,"TV, Áudio e Vídeo",2,15/09/2024,Florianópolis,400.0
619,smart tv,4000.0,"TV, Áudio e Vídeo",2,15/09/2024,Florianópolis,8000.0
4565,smart tv,4000.0,"TV, Áudio e Vídeo",5,15/09/2024,Campinas,20000.0
5519,smartwatch,1000.0,Smartphones e Acessórios,2,15/09/2024,Porto Alegre,2000.0
246,smartphone,2000.0,Smartphones e Acessórios,4,15/09/2024,Campinas,8000.0
2700,smart tv,4000.0,"TV, Áudio e Vídeo",4,15/09/2024,Balneário Camboriú,16000.0
5861,smartwatch,1000.0,Smartphones e Acessórios,1,15/09/2024,Florianópolis,1000.0
7859,ar-condicionado,2500.0,Eletrodomésticos,4,15/08/2025,São Paulo,10000.0
3755,fone de ouvido,200.0,Smartphones e Acessórios,2,15/08/2025,São Paulo,400.0
5160,monitor,1500.0,Informática e Periféricos,5,15/08/2025,Florianópolis,7500.0
7114,smartphone,2000.0,Smartphones e Acessórios,2,15/08/2025,Santos,4000.0
3475,mouse,100.0,Informática e Periféricos,2,15/08/2025,São Paulo,200.0
4533,monitor,1500.0,Informática e Periféricos,5,15/08/2025,Porto Alegre,7500.0
9113,chromecast,200.0,"TV, Áudio e Vídeo",5,15/08/2025,Joinville,1000.0
7037,carregador,100.0,Smartphones e Acessórios,2,15/08/2025,Belo Horizonte,200.0
9709,monitor,1500.0,Informática e Periféricos,3,15/08/2025,São Paulo,4500.0
1183,carregador,100.0,Smartphones e Acessórios,1,15/08/2024,Florianópolis,100.0
8917,ar-condicionado,2500.0,Eletrodomésticos,2,15/08/2024,Balneário Camboriú,5000.0
1092,mouse,100.0,Informática e Periféricos,3,15/08/2024,São Paulo,300.0
5983,soundbar,1000.0,"TV, Áudio e Vídeo",4,15/08/2024,Belo Horizonte,4000.0
2698,notebook,4000.0,Informática e Periféricos,2,15/08/2024,Curitiba,8000.0
440,fogao,1500.0,Eletrodomésticos,5,15/08/2024,Florianópolis,7500.0
2880,monitor,1500.0,Informática e Periféricos,2,15/08/2024,Santos,3000.0
6219,smart tv,4000.0,"TV, Áudio e Vídeo",5,15/08/2024,Rio de Janeiro,20000.0
1578,soundbar,1000.0,"TV, Áudio e Vídeo",1,15/07/2025,São Paulo,1000.0
9608,monitor,1500.0,Informática e Periféricos,4,15/07/2025,Campinas,6000.0
264,fone de ouvido,200.0,Smartphones e Acessórios,1,15/07/2025,Balneário Camboriú,200.0
5422,smart tv,4000.0,"TV, Áudio e Vídeo",4,15/07/2025,Curitiba,16000.0
2678,ar-condicionado,2500.0,Eletrodomésticos,2,15/07/2025,Joinville,5000.0
564,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/07/2025,Joinville,3000.0
2484,notebook,4000.0,Informática e Periféricos,2,15/07/2025,Santos,8000.0
1683,chromecast,200.0,"TV, Áudio e Vídeo",1,15/07/2025,Florianópolis,200.0
9239,ar-condicionado,2500.0,Eletrodomésticos,1,15/07/2025,Rio de Janeiro,2500.0
4280,carregador,100.0,Smartphones e Acessórios,1,15/07/2025,Santos,100.0
7365,smartwatch,1000.0,Smartphones e Acessórios,1,15/07/2025,Joinville,1000.0
3286,carregador,100.0,Smartphones e Acessórios,5,15/07/2024,Porto Alegre,500.0
9052,fone de ouvido,200.0,Smartphones e Acessórios,1,15/07/2024,Rio de Janeiro,200.0
8030,fogao,1500.0,Eletrodomésticos,4,15/07/2024,São Paulo,6000.0
8206,soundbar,1000.0,"TV, Áudio e Vídeo",4,15/07/2024,São Paulo,4000.0
3845,ar-condicionado,2500.0,Eletrodomésticos,5,15/07/2024,Florianópolis,12500.0
8247,fone de ouvido,200.0,Smartphones e Acessórios,4,15/07/2024,Porto Alegre,800.0
4579,monitor,1500.0,Informática e Periféricos,3,15/07/2024,São Paulo,4500.0
1242,fogao,1500.0,Eletrodomésticos,4,15/07/2024,Rio de Janeiro,6000.0
3058,carregador,100.0,Smartphones e Acessórios,3,15/06/2025,São Paulo,300.0
890,carregador,100.0,Smartphones e Acessórios,4,15/06/2025,São Paulo,400.0
8939,chromecast,200.0,"TV, Áudio e Vídeo",1,15/06/2025,Campinas,200.0
9585,geladeira,5000.0,Eletrodomésticos,2,15/06/2025,São Paulo,10000.0
9046,ar-condicionado,2500.0,Eletrodomésticos,2,15/06/2025,São Paulo,5000.0
2106,carregador,100.0,Smartphones e Acessórios,2,15/06/2025,Joinville,200.0
6021,geladeira,5000.0,Eletrodomésticos,3,15/06/2025,Joinville,15000.0
3586,carregador,100.0,Smartphones e Acessórios,2,15/06/2025,Belo Horizonte,200.0
3408,ar-condicionado,2500.0,Eletrodomésticos,3,15/06/2025,Joinville,7500.0
4606,soundbar,1000.0,"TV, Áudio e Vídeo",5,15/06/2025,Porto Alegre,5000.0
9237,chromecast,200.0,"TV, Áudio e Vídeo",1,15/06/2025,Santos,200.0
9270,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/06/2025,Florianópolis,3000.0
3442,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/06/2025,Santos,3000.0
9649,carregador,100.0,Smartphones e Acessórios,5,15/06/2025,Rio de Janeiro,500.0
9265,monitor,1500.0,Informática e Periféricos,3,15/06/2024,Balneário Camboriú,4500.0
2005,smart tv,4000.0,"TV, Áudio e Vídeo",1,15/06/2024,Porto Alegre,4000.0
913,ar-condicionado,2500.0,Eletrodomésticos,1,15/06/2024,Florianópolis,2500.0
1541,fone de ouvido,200.0,Smartphones e Acessórios,3,15/06/2024,Curitiba,600.0
6727,chromecast,200.0,"TV, Áudio e Vídeo",4,15/06/2024,Belo Horizonte,800.0
8898,geladeira,5000.0,Eletrodomésticos,5,15/06/2024,Rio de Janeiro,25000.0
2243,chromecast,200.0,"TV, Áudio e Vídeo",4,15/06/2024,Porto Alegre,800.0
1679,notebook,4000.0,Informática e Periféricos,2,15/06/2024,Florianópolis,8000.0
2020,chromecast,200.0,"TV, Áudio e Vídeo",1,15/06/2024,Balneário Camboriú,200.0
4333,geladeira,5000.0,Eletrodomésticos,4,15/06/2024,Campinas,20000.0
3768,smart tv,4000.0,"TV, Áudio e Vídeo",3,15/05/2025,Rio de Janeiro,12000.0
8493,smartphone,2000.0,Smartphones e Acessórios,2,15/05/2025,Joinville,4000.0
3908,monitor,1500.0,Informática e Periféricos,5,15/05/2025,Campinas,7500.0
6405,notebook,4000.0,Informática e Periféricos,2,15/05/2025,São Paulo,8000.0
6926,geladeira,5000.0,Eletrodomésticos,2,15/05/2025,São Paulo,10000.0
3475,smartphone,2000.0,Smartphones e Acessórios,2,15/05/2025,Joinville,4000.0
5464,smartphone,2000.0,Smartphones e Acessórios,4,15/05/2025,Porto Alegre,8000.0
4274,mouse,100.0,Informática e Periféricos,5,15/05/2025,Santos,500.0
4147,soundbar,1000.0,"TV, Áudio e Vídeo",2,15/05/2025,São Paulo,2000.0
738,chromecast,200.0,"TV, Áudio e Vídeo",2,15/05/2025,Florianópolis,400.0
9614,smartwatch,1000.0,Smartphones e Acessórios,1,15/05/2025,Porto Alegre,1000.0
7743,monitor,1500.0,Informática e Periféricos,3,15/05/2025,São Paulo,4500.0
4069,mouse,100.0,Informática e Periféricos,1,15/05/2025,Santos,100.0
5365,monitor,1500.0,Informática e Periféricos,3,15/05/2025,Campinas,4500.0
3081,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/05/2024,Florianópolis,3000.0
5777,fogao,1500.0,Eletrodomésticos,3,15/05/2024,São Paulo,4500.0
6756,smartphone,2000.0,Smartphones e Acessórios,1,15/05/2024,Rio de Janeiro,2000.0
3631,smartwatch,1000.0,Smartphones e Acessórios,2,15/05/2024,Joinville,2000.0
9682,fone de ouvido,200.0,Smartphones e Acessórios,5,15/05/2024,Curitiba,1000.0
447,fone de ouvido,200.0,Smartphones e Acessórios,3,15/05/2024,Porto Alegre,600.0
5027,notebook,4000.0,Informática e Periféricos,2,15/05/2024,Balneário Camboriú,8000.0
7482,carregador,100.0,Smartphones e Acessórios,2,15/04/2025,Florianópolis,200.0
2687,smart tv,4000.0,"TV, Áudio e Vídeo",4,15/04/2025,Florianópolis,16000.0
3112,smartwatch,1000.0,Smartphones e Acessórios,5,15/04/2025,Porto Alegre,5000.0
407,notebook,4000.0,Informática e Periféricos,1,15/04/2025,Florianópolis,4000.0
4758,smartwatch,1000.0,Smartphones e Acessórios,4,15/04/2025,Joinville,4000.0
9191,carregador,100.0,Smartphones e Acessórios,4,15/04/2025,Belo Horizonte,400.0
2221,fone de ouvido,200.0,Smartphones e Acessórios,1,15/04/2024,Balneário Camboriú,200.0
5196,monitor,1500.0,Informática e Periféricos,3,15/04/2024,Belo Horizonte,4500.0
1527,smart tv,4000.0,"TV, Áudio e Vídeo",2,15/04/2024,Campinas,8000.0
2649,ar-condicionado,2500.0,Eletrodomésticos,5,15/04/2024,Belo Horizonte,12500.0
9920,mouse,100.0,Informática e Periféricos,4,15/04/2024,São Paulo,400.0
2179,ar-condicionado,2500.0,Eletrodomésticos,2,15/04/2024,São Paulo,5000.0
3797,monitor,1500.0,Informática e Periféricos,4,15/04/2024,Balneário Camboriú,6000.0
4193,smartphone,2000.0,Smartphones e Acessórios,2,15/04/2024,Santos,4000.0
2749,smartwatch,1000.0,Smartphones e Acessórios,4,15/04/2024,Porto Alegre,4000.0
8579,carregador,100.0,Smartphones e Acessórios,4,15/04/2024,São Paulo,400.0
3327,smart tv,4000.0,"TV, Áudio e Vídeo",5,15/04/2024,Joinville,20000.0
6152,smartphone,2000.0,Smartphones e Acessórios,5,15/04/2024,Porto Alegre,10000.0
247,notebook,4000.0,Informática e Periféricos,1,15/04/2024,Curitiba,4000.0
6319,soundbar,1000.0,"TV, Áudio e Vídeo",4,15/04/2024,Joinville,4000.0
8176,notebook,4000.0,Informática e Periféricos,3,15/03/2025,Rio de Janeiro,12000.0
1945,monitor,1500.0,Informática e Periféricos,1,15/03/2025,Joinville,1500.0
9416,ar-condicionado,2500.0,Eletrodomésticos,2,15/03/2025,São Paulo,5000.0
2388,smartphone,2000.0,Smartphones e Acessórios,2,15/03/2025,Curitiba,4000.0
5161,notebook,4000.0,Informática e Periféricos,1,15/03/2025,Rio de Janeiro,4000.0
5648,smartphone,2000.0,Smartphones e Acessórios,3,15/03/2025,Santos,6000.0
6385,notebook,4000.0,Informática e Periféricos,4,15/03/2025,Porto Alegre,16000.0
2925,ar-condicionado,2500.0,Eletrodomésticos,2,15/03/2024,Rio de Janeiro,5000.0
1188,smartphone,2000.0,Smartphones e Acessórios,1,15/03/2024,Rio de Janeiro,2000.0
9670,fogao,1500.0,Eletrodomésticos,5,15/03/2024,Santos,7500.0
7161,soundbar,1000.0,"TV, Áudio e Vídeo",4,15/03/2024,Campinas,4000.0
99,geladeira,5000.0,Eletrodomésticos,2,15/03/2024,Santos,10000.0
5377,geladeira,5000.0,Eletrodomésticos,2,15/03/2024,Joinville,10000.0
689,mouse,100.0,Informática e Periféricos,1,15/03/2024,Belo Horizonte,100.0
7641,ar-condicionado,2500.0,Eletrodomésticos,2,15/03/2024,Porto Alegre,5000.0
7130,mouse,100.0,Informática e Periféricos,1,15/03/2024,Curitiba,100.0
6045,fogao,1500.0,Eletrodomésticos,1,15/03/2024,Santos,1500.0
9025,smartphone,2000.0,Smartphones e Acessórios,2,15/03/2024,Belo Horizonte,4000.0
1865,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/03/2024,Rio de Janeiro,3000.0
4804,notebook,4000.0,Informática e Periféricos,2,15/02/2025,Porto Alegre,8000.0
3807,smartwatch,1000.0,Smartphones e Acessórios,3,15/02/2025,Belo Horizonte,3000.0
7585,smartwatch,1000.0,Smartphones e Acessórios,3,15/02/2025,Belo Horizonte,3000.0
9125,monitor,1500.0,Informática e Periféricos,4,15/02/2025,Porto Alegre,6000.0
2237,ar-condicionado,2500.0,Eletrodomésticos,2,15/02/2025,Belo Horizonte,5000.0
2872,ar-condicionado,2500.0,Eletrodomésticos,1,15/02/2025,Balneário Camboriú,2500.0
9503,smartwatch,1000.0,Smartphones e Acessórios,3,15/02/2025,Campinas,3000.0
7898,chromecast,200.0,"TV, Áudio e Vídeo",5,15/02/2025,Joinville,1000.0
333,smartwatch,1000.0,Smartphones e Acessórios,2,15/02/2025,Florianópolis,2000.0
8501,carregador,100.0,Smartphones e Acessórios,2,15/02/2025,Balneário Camboriú,200.0
540,chromecast,200.0,"TV, Áudio e Vídeo",3,15/02/2025,Balneário Camboriú,600.0
3901,chromecast,200.0,"TV, Áudio e Vídeo",2,15/02/2025,Campinas,400.0
9249,monitor,1500.0,Informática e Periféricos,2,15/02/2025,Joinville,3000.0
1436,mouse,100.0,Informática e Periféricos,2,15/02/2025,Balneário Camboriú,200.0
7588,smart tv,4000.0,"TV, Áudio e Vídeo",5,15/02/2025,Joinville,20000.0
2610,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/02/2024,Joinville,3000.0
5897,geladeira,5000.0,Eletrodomésticos,1,15/02/2024,São Paulo,5000.0
3283,chromecast,200.0,"TV, Áudio e Vídeo",3,15/02/2024,Santos,600.0
4599,geladeira,5000.0,Eletrodomésticos,5,15/02/2024,Balneário Camboriú,25000.0
1898,smartwatch,1000.0,Smartphones e Acessórios,4,15/02/2024,Belo Horizonte,4000.0
1061,notebook,4000.0,Informática e Periféricos,5,15/02/2024,Santos,20000.0
8472,mouse,100.0,Informática e Periféricos,5,15/01/2026,Santos,500.0
7165,notebook,4000.0,Informática e Periféricos,3,15/01/2026,Rio de Janeiro,12000.0
3481,chromecast,200.0,"TV, Áudio e Vídeo",5,15/01/2026,São Paulo,1000.0
7104,mouse,100.0,Informática e Periféricos,4,15/01/2026,Balneário Camboriú,400.0
7339,carregador,100.0,Smartphones e Acessórios,3,15/01/2026,Campinas,300.0
8510,notebook,4000.0,Informática e Periféricos,2,15/01/2026,Porto Alegre,8000.0
609,smartphone,2000.0,Smartphones e Acessórios,4,15/01/2026,Joinville,8000.0
