"cliente","produto","preco","categoria","quantidade","data"
4207,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-10-25"
7848,"mouse",100,"Informática e Periféricos",3,"2024-06-25"
3382,"teclado","","Informática e Periféricos",5,"2025-05-25"
9583,"capinha","","Smartphones e Acessórios",4,"2025-11-12"
7798,"mouse",100,"Informática e Periféricos",4,"2025-05-10"
1036,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-10-14"
8728,"micro-ondas","","Eletrodomésticos",3,"2025-09-10"
1002,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-10-30"
7988,"carregador",100,"Smartphones e Acessórios",5,"2025-04-14"
5819,"fogao",1500,"Eletrodomésticos",2,"2025-09-27"
5390,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-04-05"
653,"smartphone",2000,"Smartphones e Acessórios",1,"2024-12-28"
333,"carregador",100,"Smartphones e Acessórios",2,"2025-04-04"
4941,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-08-18"
2548,"monitor",1500,"Informática e Periféricos",2,"2025-03-31"
6308,"smartphone",2000,"Smartphones e Acessórios",1,"2025-05-29"
9330,"capinha","","Smartphones e Acessórios",3,"2024-12-03"
4144,"smartphone",2000,"Smartphones e Acessórios",4,"2024-08-26"
3046,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-09-17"
9927,"smartphone",2000,"Smartphones e Acessórios",3,"2024-02-01"
6498,"fogao",1500,"Eletrodomésticos",1,"2024-03-12"
1394,"mouse",100,"Informática e Periféricos",1,"2025-07-22"
249,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-01-12"
671,"fogao",1500,"Eletrodomésticos",4,"2024-12-14"
4355,"micro-ondas","","Eletrodomésticos",3,"2025-05-07"
3689,"carregador",100,"Smartphones e Acessórios",2,"2024-07-14"
6317,"geladeira",5000,"Eletrodomésticos",5,"2025-07-29"
2514,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-03-15"
2642,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-02-22"
7850,"monitor",1500,"Informática e Periféricos",5,"2024-11-30"
5044,"monitor",1500,"Informática e Periféricos",3,"2026-01-24"
2694,"capinha","","Smartphones e Acessórios",1,"2025-01-17"
2749,"fogao",1500,"Eletrodomésticos",1,"2025-04-18"
8486,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-06-20"
1096,"geladeira",5000,"Eletrodomésticos",5,"2024-10-06"
2112,"smartphone",2000,"Smartphones e Acessórios",2,"2025-11-21"
4731,"home theater","","TV, Áudio e Vídeo",2,"2025-08-28"
1875,"soundbar",1000,"TV, Áudio e Vídeo",5,"2025-06-06"
9745,"soundbar",1000,"TV, Áudio e Vídeo",5,"2025-01-30"
147,"monitor",1500,"Informática e Periféricos",4,"2024-12-10"
237,"notebook",4000,"Informática e Periféricos",3,"2024-03-19"
9185,"capinha","","Smartphones e Acessórios",1,"2025-12-17"
1850,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-05-05"
6802,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-10-01"
4017,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-08-15"
5431,"smartphone",2000,"Smartphones e Acessórios",2,"2024-03-15"
158,"geladeira",5000,"Eletrodomésticos",3,"2025-12-12"
4075,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-05-06"
4074,"notebook",4000,"Informática e Periféricos",2,"2025-09-09"
3164,"geladeira",5000,"Eletrodomésticos",5,"2024-03-21"
8927,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-05-28"
3973,"home theater","","TV, Áudio e Vídeo",1,"2025-10-05"
4907,"smartphone",2000,"Smartphones e Acessórios",5,"2025-04-27"
1213,"notebook",4000,"Informática e Periféricos",4,"2025-07-09"
5978,"monitor",1500,"Informática e Periféricos",4,"2024-09-14"
7640,"home theater","","TV, Áudio e Vídeo",2,"2024-12-04"
8232,"smartwatch",1000,"Smartphones e Acessórios",1,"2025-01-04"
1482,"notebook",4000,"Informática e Periféricos",3,"2025-08-18"
8058,"monitor",1500,"Informática e Periféricos",1,"2024-05-05"
4499,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-02-13"
8650,"geladeira",5000,"Eletrodomésticos",4,"2025-04-05"
5595,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-09-03"
7102,"geladeira",5000,"Eletrodomésticos",4,"2024-01-26"
6273,"fogao",1500,"Eletrodomésticos",5,"2024-11-12"
9027,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-07-05"
7152,"mouse",100,"Informática e Periféricos",2,"2025-06-20"
9363,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-10-19"
5989,"micro-ondas","","Eletrodomésticos",3,"2024-11-01"
5889,"geladeira",5000,"Eletrodomésticos",1,"2025-04-09"
1628,"notebook",4000,"Informática e Periféricos",2,"2024-05-11"
6547,"teclado","","Informática e Periféricos",4,"2024-06-04"
969,"smartwatch",1000,"Smartphones e Acessórios",2,"2025-09-12"
7413,"notebook",4000,"Informática e Periféricos",2,"2025-11-11"
9173,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-07-03"
1717,"smartwatch",1000,"Smartphones e Acessórios",2,"2026-01-11"
3911,"mouse",100,"Informática e Periféricos",3,"2025-07-14"
3240,"capinha","","Smartphones e Acessórios",4,"2025-04-18"
9015,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-11-20"
621,"home theater","","TV, Áudio e Vídeo",2,"2024-07-29"
9908,"smartwatch",1000,"Smartphones e Acessórios",2,"2025-03-30"
6045,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-08-31"
1323,"micro-ondas","","Eletrodomésticos",4,"2025-01-24"
5611,"smartphone",2000,"Smartphones e Acessórios",3,"2025-08-18"
6035,"notebook",4000,"Informática e Periféricos",3,"2025-02-13"
7955,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-06-24"
3544,"geladeira",5000,"Eletrodomésticos",2,"2025-08-03"
4710,"home theater","","TV, Áudio e Vídeo",3,"2024-01-26"
600,"teclado","","Informática e Periféricos",2,"2024-08-29"
4123,"carregador",100,"Smartphones e Acessórios",5,"2025-03-20"
2342,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-12-25"
2183,"notebook",4000,"Informática e Periféricos",1,"2025-11-16"
5262,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-04-16"
4526,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-05-08"
2451,"fogao",1500,"Eletrodomésticos",5,"2026-01-09"
965,"capinha","","Smartphones e Acessórios",3,"2025-03-09"
9575,"capinha","","Smartphones e Acessórios",2,"2025-05-24"
262,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-06-12"
4475,"smartphone",2000,"Smartphones e Acessórios",4,"2025-07-31"
1968,"notebook",4000,"Informática e Periféricos",5,"2024-03-25"
2249,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-01-29"
2373,"geladeira",5000,"Eletrodomésticos",3,"2024-06-10"
6057,"smartphone",2000,"Smartphones e Acessórios",5,"2024-08-19"
1820,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-11-15"
6904,"ar-condicionado",2500,"Eletrodomésticos",1,"2025-06-06"
4117,"monitor",1500,"Informática e Periféricos",5,"2025-02-08"
3838,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-08-18"
7724,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-02-10"
6620,"capinha","","Smartphones e Acessórios",3,"2024-04-14"
4102,"smartphone",2000,"Smartphones e Acessórios",5,"2024-11-12"
8085,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-06-11"
4224,"capinha","","Smartphones e Acessórios",4,"2024-02-18"
5916,"monitor",1500,"Informática e Periféricos",4,"2025-07-02"
4469,"geladeira",5000,"Eletrodomésticos",3,"2024-09-26"
4217,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-09-03"
4719,"micro-ondas","","Eletrodomésticos",2,"2025-07-06"
3164,"home theater","","TV, Áudio e Vídeo",3,"2025-12-24"
133,"monitor",1500,"Informática e Periféricos",3,"2024-05-22"
4634,"micro-ondas","","Eletrodomésticos",5,"2024-08-26"
1000,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-09-29"
2842,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-04-13"
9603,"geladeira",5000,"Eletrodomésticos",1,"2025-12-05"
2665,"carregador",100,"Smartphones e Acessórios",2,"2024-01-29"
5839,"micro-ondas","","Eletrodomésticos",4,"2025-07-02"
3116,"smart tv",4000,"TV, Áudio e Vídeo",1,"2025-07-08"
4249,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-08-23"
6240,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-03-10"
5690,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-05-16"
939,"monitor",1500,"Informática e Periféricos",5,"2026-01-14"
6178,"capinha","","Smartphones e Acessórios",1,"2025-11-20"
8042,"fogao",1500,"Eletrodomésticos",3,"2025-01-22"
8350,"ar-condicionado",2500,"Eletrodomésticos",5,"2025-10-30"
212,"fogao",1500,"Eletrodomésticos",3,"2025-02-18"
2702,"smartphone",2000,"Smartphones e Acessórios",5,"2024-04-25"
5074,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-10-02"
3248,"geladeira",5000,"Eletrodomésticos",4,"2024-05-10"
7632,"geladeira",5000,"Eletrodomésticos",1,"2024-07-14"
3741,"notebook",4000,"Informática e Periféricos",4,"2024-05-01"
224,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-09-12"
9698,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-12-20"
2217,"monitor",1500,"Informática e Periféricos",3,"2025-12-07"
9924,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-01-29"
4432,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-10-02"
247,"carregador",100,"Smartphones e Acessórios",3,"2025-11-01"
270,"geladeira",5000,"Eletrodomésticos",1,"2025-06-08"
4197,"home theater","","TV, Áudio e Vídeo",4,"2024-12-07"
4605,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-11-04"
4579,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-09-29"
6001,"teclado","","Informática e Periféricos",1,"2024-11-26"
6150,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-05-03"
6453,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-06-02"
5391,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-12-24"
3068,"smartphone",2000,"Smartphones e Acessórios",4,"2024-08-10"
2717,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-03-30"
7697,"micro-ondas","","Eletrodomésticos",1,"2024-06-24"
5362,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-02-05"
3905,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-06-01"
9812,"smartphone",2000,"Smartphones e Acessórios",3,"2025-10-24"
5339,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-07-11"
652,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-07-13"
6624,"notebook",4000,"Informática e Periféricos",3,"2024-06-03"
3413,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-02-06"
4660,"notebook",4000,"Informática e Periféricos",5,"2024-10-12"
4538,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-12-13"
1868,"home theater","","TV, Áudio e Vídeo",4,"2024-05-24"
4117,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-12-15"
3207,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-11-23"
2677,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-10-02"
708,"teclado","","Informática e Periféricos",3,"2024-05-01"
3213,"carregador",100,"Smartphones e Acessórios",5,"2025-01-18"
7847,"teclado","","Informática e Periféricos",5,"2024-07-04"
5307,"monitor",1500,"Informática e Periféricos",1,"2024-11-08"
7021,"fogao",1500,"Eletrodomésticos",1,"2025-06-05"
1701,"fogao",1500,"Eletrodomésticos",5,"2025-09-23"
4482,"notebook",4000,"Informática e Periféricos",3,"2024-02-26"
397,"mouse",100,"Informática e Periféricos",2,"2025-02-09"
1713,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-02-19"
1803,"home theater","","TV, Áudio e Vídeo",3,"2025-05-04"
8114,"smartphone",2000,"Smartphones e Acessórios",3,"2024-02-01"
6620,"mouse",100,"Informática e Periféricos",2,"2024-03-13"
6663,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-06-30"
7231,"micro-ondas","","Eletrodomésticos",3,"2024-05-18"
1280,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-09-24"
2434,"notebook",4000,"Informática e Periféricos",1,"2025-04-07"
7101,"smartphone",2000,"Smartphones e Acessórios",3,"2024-12-24"
7695,"monitor",1500,"Informática e Periféricos",4,"2024-11-09"
616,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-09-26"
4627,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-12-10"
4545,"teclado","","Informática e Periféricos",1,"2024-07-05"
1200,"smartphone",2000,"Smartphones e Acessórios",5,"2024-12-03"
5404,"fogao",1500,"Eletrodomésticos",1,"2024-07-20"
9627,"carregador",100,"Smartphones e Acessórios",1,"2025-05-31"
7162,"geladeira",5000,"Eletrodomésticos",4,"2024-09-03"
679,"fogao",1500,"Eletrodomésticos",1,"2025-08-21"
285,"fone de ouvido",200,"Smartphones e Acessórios",1,"2026-01-10"
2338,"micro-ondas","","Eletrodomésticos",1,"2024-05-12"
9350,"mouse",100,"Informática e Periféricos",5,"2024-02-15"
6588,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-11-10"
2217,"geladeira",5000,"Eletrodomésticos",4,"2024-08-16"
4014,"smartphone",2000,"Smartphones e Acessórios",5,"2025-09-18"
2430,"capinha","","Smartphones e Acessórios",2,"2026-01-06"
3447,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-02-11"
1117,"carregador",100,"Smartphones e Acessórios",2,"2025-05-07"
1372,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-07-19"
8451,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-04-17"
7110,"micro-ondas","","Eletrodomésticos",2,"2024-09-16"
574,"micro-ondas","","Eletrodomésticos",1,"2025-03-04"
7056,"fogao",1500,"Eletrodomésticos",5,"2024-02-07"
9809,"fogao",1500,"Eletrodomésticos",1,"2024-09-28"
8850,"carregador",100,"Smartphones e Acessórios",5,"2024-02-03"
2978,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-10-08"
2009,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-08-05"
7367,"teclado","","Informática e Periféricos",5,"2024-12-22"
17,"mouse",100,"Informática e Periféricos",4,"2024-05-11"
9523,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-06-08"
9729,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-02-23"
8943,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-03-31"
3826,"geladeira",5000,"Eletrodomésticos",1,"2024-08-11"
8862,"micro-ondas","","Eletrodomésticos",5,"2024-07-22"
5191,"home theater","","TV, Áudio e Vídeo",4,"2024-08-10"
6828,"geladeira",5000,"Eletrodomésticos",4,"2024-12-19"
6160,"smartphone",2000,"Smartphones e Acessórios",5,"2024-04-17"
6433,"geladeira",5000,"Eletrodomésticos",1,"2024-06-08"
9530,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-06-10"
6954,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-09-01"
7243,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-06-21"
4703,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-07-05"
2711,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-04-07"
2118,"teclado","","Informática e Periféricos",2,"2024-03-27"
9479,"capinha","","Smartphones e Acessórios",5,"2025-04-05"
569,"micro-ondas","","Eletrodomésticos",1,"2024-05-16"
6338,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-08-10"
3330,"mouse",100,"Informática e Periféricos",1,"2024-05-10"
8975,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-05-12"
1035,"fogao",1500,"Eletrodomésticos",3,"2025-06-07"
852,"mouse",100,"Informática e Periféricos",5,"2025-02-07"
3454,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-03-09"
9133,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-12-25"
4872,"monitor",1500,"Informática e Periféricos",2,"2025-01-27"
4060,"mouse",100,"Informática e Periféricos",1,"2025-06-08"
956,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-07-20"
2957,"carregador",100,"Smartphones e Acessórios",2,"2025-01-29"
8831,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-09-12"
6472,"mouse",100,"Informática e Periféricos",3,"2025-04-20"
194,"micro-ondas","","Eletrodomésticos",3,"2024-09-24"
4218,"fogao",1500,"Eletrodomésticos",2,"2025-09-23"
5990,"fone de ouvido",200,"Smartphones e Acessórios",5,"2026-01-18"
6213,"capinha","","Smartphones e Acessórios",4,"2025-02-07"
5065,"teclado","","Informática e Periféricos",3,"2024-10-19"
3861,"smartphone",2000,"Smartphones e Acessórios",3,"2024-12-21"
3530,"monitor",1500,"Informática e Periféricos",5,"2024-12-01"
6148,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-04-09"
8070,"fone de ouvido",200,"Smartphones e Acessórios",5,"2026-01-06"
4428,"capinha","","Smartphones e Acessórios",3,"2024-09-11"
9912,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-12-28"
1355,"notebook",4000,"Informática e Periféricos",1,"2024-09-26"
8488,"teclado","","Informática e Periféricos",3,"2024-04-04"
9402,"monitor",1500,"Informática e Periféricos",5,"2024-08-17"
4178,"monitor",1500,"Informática e Periféricos",3,"2025-08-25"
4785,"fogao",1500,"Eletrodomésticos",4,"2024-07-25"
6900,"teclado","","Informática e Periféricos",4,"2024-06-28"
3757,"smartphone",2000,"Smartphones e Acessórios",2,"2024-07-30"
5657,"geladeira",5000,"Eletrodomésticos",4,"2025-07-25"
7337,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-05-30"
4282,"micro-ondas","","Eletrodomésticos",4,"2025-08-25"
7232,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-08-14"
5402,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-11-03"
1189,"monitor",1500,"Informática e Periféricos",3,"2024-08-31"
3990,"micro-ondas","","Eletrodomésticos",4,"2025-07-28"
3481,"home theater","","TV, Áudio e Vídeo",2,"2025-03-21"
5393,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-08-27"
1548,"chromecast",200,"TV, Áudio e Vídeo",1,"2025-04-11"
4571,"mouse",100,"Informática e Periféricos",5,"2024-09-13"
7702,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-01-06"
5338,"teclado","","Informática e Periféricos",3,"2024-12-17"
2407,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-10-26"
9281,"notebook",4000,"Informática e Periféricos",3,"2025-07-22"
3397,"teclado","","Informática e Periféricos",5,"2024-05-14"
306,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-05-26"
5409,"capinha","","Smartphones e Acessórios",3,"2024-08-16"
9172,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-09-29"
6050,"teclado","","Informática e Periféricos",2,"2024-03-17"
480,"geladeira",5000,"Eletrodomésticos",2,"2025-05-09"
5238,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-05-12"
5516,"carregador",100,"Smartphones e Acessórios",2,"2025-06-20"
8961,"monitor",1500,"Informática e Periféricos",3,"2025-03-28"
4111,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-07-11"
8244,"capinha","","Smartphones e Acessórios",4,"2025-10-13"
1902,"fogao",1500,"Eletrodomésticos",2,"2025-04-17"
6830,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-09-24"
7984,"carregador",100,"Smartphones e Acessórios",3,"2025-07-21"
7170,"notebook",4000,"Informática e Periféricos",3,"2024-10-08"
8506,"geladeira",5000,"Eletrodomésticos",1,"2025-05-21"
1570,"notebook",4000,"Informática e Periféricos",2,"2024-05-27"
7128,"capinha","","Smartphones e Acessórios",4,"2024-04-25"
9908,"notebook",4000,"Informática e Periféricos",2,"2024-10-29"
754,"smart tv",4000,"TV, Áudio e Vídeo",2,"2025-07-14"
4394,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-05-21"
8918,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-09-25"
620,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-08-28"
5225,"teclado","","Informática e Periféricos",3,"2026-01-08"
9974,"fogao",1500,"Eletrodomésticos",1,"2025-01-31"
5037,"monitor",1500,"Informática e Periféricos",3,"2024-10-21"
6677,"capinha","","Smartphones e Acessórios",5,"2025-12-08"
2726,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-09-13"
5995,"geladeira",5000,"Eletrodomésticos",4,"2025-02-17"
8018,"fogao",1500,"Eletrodomésticos",3,"2025-05-24"
4895,"capinha","","Smartphones e Acessórios",2,"2024-10-07"
5962,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-09-20"
3616,"fogao",1500,"Eletrodomésticos",5,"2025-10-07"
826,"teclado","","Informática e Periféricos",3,"2024-06-21"
1647,"smart tv",4000,"TV, Áudio e Vídeo",2,"2025-01-27"
2795,"capinha","","Smartphones e Acessórios",3,"2025-03-16"
2324,"ar-condicionado",2500,"Eletrodomésticos",5,"2025-02-19"
3043,"soundbar",1000,"TV, Áudio e Vídeo",5,"2025-02-07"
7845,"mouse",100,"Informática e Periféricos",4,"2025-03-28"
5580,"notebook",4000,"Informática e Periféricos",2,"2025-09-22"
4681,"monitor",1500,"Informática e Periféricos",1,"2025-12-13"
4999,"carregador",100,"Smartphones e Acessórios",3,"2024-10-12"
1361,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-05-27"
3262,"teclado","","Informática e Periféricos",1,"2024-01-26"
3084,"geladeira",5000,"Eletrodomésticos",4,"2024-12-04"
7302,"smartphone",2000,"Smartphones e Acessórios",2,"2025-04-15"
2825,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-11-07"
3012,"micro-ondas","","Eletrodomésticos",3,"2024-12-09"
3237,"capinha","","Smartphones e Acessórios",2,"2025-04-25"
5248,"notebook",4000,"Informática e Periféricos",2,"2025-03-16"
9911,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-02-23"
1293,"carregador",100,"Smartphones e Acessórios",4,"2025-10-10"
5090,"mouse",100,"Informática e Periféricos",5,"2025-08-11"
6233,"geladeira",5000,"Eletrodomésticos",2,"2025-06-07"
9393,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-10-19"
1271,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-04-11"
8901,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-01-12"
5095,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-03-07"
4054,"home theater","","TV, Áudio e Vídeo",2,"2024-06-28"
2613,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-11-23"
9347,"fogao",1500,"Eletrodomésticos",3,"2025-02-04"
8734,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-02-12"
4732,"smartphone",2000,"Smartphones e Acessórios",4,"2024-04-01"
5640,"notebook",4000,"Informática e Periféricos",5,"2025-02-16"
4932,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-01-23"
4957,"geladeira",5000,"Eletrodomésticos",3,"2025-03-10"
896,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-06-04"
7359,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-05-05"
9870,"carregador",100,"Smartphones e Acessórios",5,"2024-12-21"
7365,"micro-ondas","","Eletrodomésticos",2,"2025-06-29"
4555,"home theater","","TV, Áudio e Vídeo",5,"2025-01-23"
7797,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-07-28"
3816,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-09-15"
5582,"ar-condicionado",2500,"Eletrodomésticos",1,"2025-04-21"
3012,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-11-13"
4783,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-09-06"
2575,"carregador",100,"Smartphones e Acessórios",4,"2024-11-15"
2684,"smartwatch",1000,"Smartphones e Acessórios",3,"2025-11-29"
1019,"capinha","","Smartphones e Acessórios",2,"2024-07-07"
4105,"teclado","","Informática e Periféricos",2,"2026-01-09"
1509,"fogao",1500,"Eletrodomésticos",2,"2024-12-30"
2873,"fogao",1500,"Eletrodomésticos",1,"2024-06-14"
5200,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-06-28"
7549,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-01-25"
8361,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-05-24"
8177,"mouse",100,"Informática e Periféricos",5,"2025-02-21"
3766,"monitor",1500,"Informática e Periféricos",2,"2025-03-05"
7419,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-12-02"
1577,"mouse",100,"Informática e Periféricos",3,"2024-12-29"
6007,"monitor",1500,"Informática e Periféricos",2,"2025-03-27"
532,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-05-01"
8875,"teclado","","Informática e Periféricos",4,"2025-12-13"
9734,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-07-17"
4057,"notebook",4000,"Informática e Periféricos",2,"2025-07-19"
6326,"notebook",4000,"Informática e Periféricos",5,"2024-02-12"
6752,"fogao",1500,"Eletrodomésticos",3,"2024-10-09"
4760,"micro-ondas","","Eletrodomésticos",1,"2025-01-20"
6911,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-03-30"
6171,"fogao",1500,"Eletrodomésticos",5,"2025-09-13"
5402,"smartphone",2000,"Smartphones e Acessórios",2,"2025-11-07"
3457,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-10-10"
2237,"notebook",4000,"Informática e Periféricos",4,"2024-12-15"
4336,"home theater","","TV, Áudio e Vídeo",3,"2025-08-10"
9516,"capinha","","Smartphones e Acessórios",1,"2024-06-17"
574,"carregador",100,"Smartphones e Acessórios",3,"2025-03-21"
3888,"teclado","","Informática e Periféricos",5,"2024-10-01"
300,"teclado","","Informática e Periféricos",5,"2024-10-21"
4546,"carregador",100,"Smartphones e Acessórios",3,"2026-01-04"
4757,"monitor",1500,"Informática e Periféricos",2,"2024-08-13"
9269,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-04-20"
6834,"teclado","","Informática e Periféricos",2,"2024-05-16"
4347,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-10-22"
6762,"carregador",100,"Smartphones e Acessórios",4,"2026-01-23"
9028,"notebook",4000,"Informática e Periféricos",4,"2024-08-06"
7285,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-04-06"
5985,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-05-31"
9433,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-09-06"
1667,"mouse",100,"Informática e Periféricos",4,"2026-01-01"
7330,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-08-01"
7157,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-12-26"
8796,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-06-14"
4725,"monitor",1500,"Informática e Periféricos",5,"2025-09-18"
7318,"carregador",100,"Smartphones e Acessórios",4,"2025-10-23"
6270,"notebook",4000,"Informática e Periféricos",1,"2024-10-30"
2157,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-08-17"
4082,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-07-22"
