"cliente","produto","preco","categoria","quantidade","data","cidade"
2264,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-10-23","Santos"
3388,"home theater","","TV, Áudio e Vídeo",2,"2024-08-22","Belo Horizonte"
3967,"fogao",1500.0,"Eletrodomésticos",2,"2024-03-14","Belo Horizonte"
7700,"mouse",100.0,"Informática e Periféricos",3,"2024-03-16","Balneário Camboriú"
8438,"notebook",4000.0,"Informática e Periféricos",3,"2025-08-04","Joinville"
256,"home theater","","TV, Áudio e Vídeo",5,"2024-11-23","Joinville"
2416,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2025-11-17","Joinville"
6928,"smartphone",2000.0,"Smartphones e Acessórios",2,"2024-04-02","Balneário Camboriú"
2746,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-03-22","Curitiba"
1490,"geladeira",5000.0,"Eletrodomésticos",3,"2025-05-31","Balneário Camboriú"
514,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-07-23","Porto Alegre"
1077,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-02-22","Curitiba"
5846,"mouse",100.0,"Informática e Periféricos",1,"2024-10-13","Florianópolis"
652,"geladeira",5000.0,"Eletrodomésticos",4,"2025-07-27","Curitiba"
5164,"geladeira",5000.0,"Eletrodomésticos",3,"2024-10-02","São Paulo"
2422,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2024-02-05","Curitiba"
49,"monitor",1500.0,"Informática e Periféricos",2,"2024-10-17","Santos"
2329,"teclado","","Informática e Periféricos",5,"2024-06-09","Santos"
9098,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-02-26","Joinville"
9279,"micro-ondas","","Eletrodomésticos",2,"2024-10-23","Belo Horizonte"
1121,"teclado","","Informática e Periféricos",2,"2025-12-28","Curitiba"
4140,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2025-01-16","Santos"
4815,"home theater","","TV, Áudio e Vídeo",3,"2025-11-14","Rio de Janeiro"
5203,"fogao",1500.0,"Eletrodomésticos",4,"2024-08-19","Santos"
6371,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-04-29","Curitiba"
1026,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2025-03-11","Campinas"
8165,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-08-30","Rio de Janeiro"
8750,"smartphone",2000.0,"Smartphones e Acessórios",1,"2024-04-17","Curitiba"
6053,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2024-11-26","Florianópolis"
3940,"notebook",4000.0,"Informática e Periféricos",2,"2025-12-30","São Paulo"
7206,"micro-ondas","","Eletrodomésticos",4,"2024-11-08","Porto Alegre"
7845,"notebook",4000.0,"Informática e Periféricos",2,"2024-03-02","Joinville"
2729,"monitor",1500.0,"Informática e Periféricos",1,"2024-08-17","Joinville"
9417,"fogao",1500.0,"Eletrodomésticos",4,"2024-02-27","Joinville"
9574,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-02-08","Belo Horizonte"
9839,"carregador",100.0,"Smartphones e Acessórios",3,"2024-03-31","Florianópolis"
1709,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-10-12","Porto Alegre"
5571,"carregador",100.0,"Smartphones e Acessórios",4,"2024-03-19","Campinas"
4836,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2025-02-08","Porto Alegre"
5020,"mouse",100.0,"Informática e Periféricos",1,"2024-01-29","Joinville"
3009,"mouse",100.0,"Informática e Periféricos",2,"2024-12-08","Santos"
3546,"mouse",100.0,"Informática e Periféricos",1,"2025-05-30","Curitiba"
9296,"micro-ondas","","Eletrodomésticos",1,"2025-07-01","São Paulo"
8984,"teclado","","Informática e Periféricos",5,"2024-06-14","Campinas"
7346,"monitor",1500.0,"Informática e Periféricos",4,"2024-04-08","São Paulo"
5638,"notebook",4000.0,"Informática e Periféricos",5,"2024-09-01","Joinville"
8420,"mouse",100.0,"Informática e Periféricos",4,"2025-02-22","Curitiba"
4318,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-01-09","Joinville"
3574,"monitor",1500.0,"Informática e Periféricos",1,"2025-03-02","Campinas"
5422,"capinha","","Smartphones e Acessórios",4,"2024-01-28","Belo Horizonte"
6363,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-08-23","Santos"
1257,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-04-07","Belo Horizonte"
6366,"carregador",100.0,"Smartphones e Acessórios",5,"2025-04-20","Curitiba"
4868,"home theater","","TV, Áudio e Vídeo",3,"2024-03-13","Joinville"
3542,"smartphone",2000.0,"Smartphones e Acessórios",4,"2025-12-28","Balneário Camboriú"
5841,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-04-10","Porto Alegre"
3947,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-04-07","Campinas"
5926,"capinha","","Smartphones e Acessórios",3,"2025-12-30","Curitiba"
6033,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2024-10-14","Campinas"
9080,"monitor",1500.0,"Informática e Periféricos",2,"2024-07-14","Florianópolis"
2272,"fogao",1500.0,"Eletrodomésticos",2,"2024-04-29","São Paulo"
6682,"fogao",1500.0,"Eletrodomésticos",1,"2025-08-17","Balneário Camboriú"
6462,"fogao",1500.0,"Eletrodomésticos",1,"2025-04-13","Campinas"
7291,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2024-05-16","São Paulo"
7408,"notebook",4000.0,"Informática e Periféricos",4,"2025-02-03","Belo Horizonte"
7200,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-11-25","Curitiba"
4590,"mouse",100.0,"Informática e Periféricos",3,"2025-07-23","Porto Alegre"
5960,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-07-17","São Paulo"
7831,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-03-27","Campinas"
1503,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-01-02","Belo Horizonte"
6004,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-03-07","Belo Horizonte"
5109,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2025-05-11","Balneário Camboriú"
403,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2024-04-10","Balneário Camboriú"
1413,"home theater","","TV, Áudio e Vídeo",2,"2025-02-24","Rio de Janeiro"
8747,"mouse",100.0,"Informática e Periféricos",5,"2025-03-12","Porto Alegre"
8669,"notebook",4000.0,"Informática e Periféricos",2,"2024-05-12","Florianópolis"
6294,"teclado","","Informática e Periféricos",2,"2025-01-17","Curitiba"
6639,"fogao",1500.0,"Eletrodomésticos",1,"2024-08-01","Belo Horizonte"
6955,"mouse",100.0,"Informática e Periféricos",4,"2026-01-13","Campinas"
8961,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2025-07-12","São Paulo"
8748,"teclado","","Informática e Periféricos",2,"2024-07-24","Campinas"
5114,"teclado","","Informática e Periféricos",3,"2024-03-20","Rio de Janeiro"
9854,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-03-31","Florianópolis"
8910,"micro-ondas","","Eletrodomésticos",2,"2024-04-18","Belo Horizonte"
519,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2024-07-26","Belo Horizonte"
6631,"notebook",4000.0,"Informática e Periféricos",1,"2024-07-16","Curitiba"
9909,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2024-10-24","Curitiba"
9578,"home theater","","TV, Áudio e Vídeo",1,"2025-05-30","Rio de Janeiro"
4600,"monitor",1500.0,"Informática e Periféricos",3,"2024-07-25","São Paulo"
5770,"capinha","","Smartphones e Acessórios",4,"2024-01-29","Balneário Camboriú"
9425,"fogao",1500.0,"Eletrodomésticos",1,"2024-10-23","Joinville"
1927,"capinha","","Smartphones e Acessórios",4,"2024-02-01","Campinas"
9611,"monitor",1500.0,"Informática e Periféricos",1,"2025-07-30","Rio de Janeiro"
5390,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2024-06-18","Santos"
2268,"home theater","","TV, Áudio e Vídeo",5,"2024-07-05","Balneário Camboriú"
8802,"fogao",1500.0,"Eletrodomésticos",1,"2025-09-29","Santos"
7021,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-04-30","Rio de Janeiro"
2220,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-11-17","Porto Alegre"
926,"home theater","","TV, Áudio e Vídeo",4,"2026-01-10","Santos"
9460,"carregador",100.0,"Smartphones e Acessórios",5,"2025-10-19","Balneário Camboriú"
1119,"carregador",100.0,"Smartphones e Acessórios",5,"2024-12-23","Porto Alegre"
5137,"fogao",1500.0,"Eletrodomésticos",4,"2025-08-06","Florianópolis"
9709,"monitor",1500.0,"Informática e Periféricos",3,"2025-08-15","São Paulo"
2222,"micro-ondas","","Eletrodomésticos",3,"2024-06-25","Campinas"
3409,"mouse",100.0,"Informática e Periféricos",4,"2024-06-11","Belo Horizonte"
2760,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-10-25","Florianópolis"
7476,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-05-01","Santos"
3177,"geladeira",5000.0,"Eletrodomésticos",3,"2024-05-29","Joinville"
8377,"monitor",1500.0,"Informática e Periféricos",5,"2024-10-03","Rio de Janeiro"
4172,"monitor",1500.0,"Informática e Periféricos",1,"2024-02-04","Florianópolis"
3819,"smartphone",2000.0,"Smartphones e Acessórios",1,"2024-06-26","Florianópolis"
6877,"carregador",100.0,"Smartphones e Acessórios",4,"2025-05-27","São Paulo"
9670,"capinha","","Smartphones e Acessórios",3,"2024-09-24","Porto Alegre"
2105,"notebook",4000.0,"Informática e Periféricos",3,"2025-09-06","Santos"
7340,"mouse",100.0,"Informática e Periféricos",2,"2025-12-06","Campinas"
7874,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-09-29","Porto Alegre"
9600,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-06-01","Porto Alegre"
5071,"geladeira",5000.0,"Eletrodomésticos",3,"2024-06-30","São Paulo"
9608,"monitor",1500.0,"Informática e Periféricos",4,"2025-07-15","Campinas"
5791,"notebook",4000.0,"Informática e Periféricos",4,"2025-04-09","Santos"
4809,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-02-11","São Paulo"
4065,"fogao",1500.0,"Eletrodomésticos",2,"2025-12-05","Santos"
5522,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2024-02-21","Campinas"
9295,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-06-27","Joinville"
8253,"geladeira",5000.0,"Eletrodomésticos",2,"2024-12-27","Porto Alegre"
9227,"teclado","","Informática e Periféricos",1,"2025-05-10","Joinville"
2262,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-07-16","Florianópolis"
3144,"carregador",100.0,"Smartphones e Acessórios",5,"2024-10-06","Santos"
8461,"carregador",100.0,"Smartphones e Acessórios",4,"2025-08-16","Belo Horizonte"
4273,"geladeira",5000.0,"Eletrodomésticos",2,"2024-10-17","Joinville"
471,"carregador",100.0,"Smartphones e Acessórios",1,"2026-01-10","Santos"
4524,"fogao",1500.0,"Eletrodomésticos",1,"2024-08-20","Balneário Camboriú"
1885,"teclado","","Informática e Periféricos",4,"2025-12-12","São Paulo"
9192,"micro-ondas","","Eletrodomésticos",4,"2024-09-23","Curitiba"
5050,"carregador",100.0,"Smartphones e Acessórios",1,"2024-08-02","Florianópolis"
9665,"smartphone",2000.0,"Smartphones e Acessórios",3,"2024-05-08","Balneário Camboriú"
358,"notebook",4000.0,"Informática e Periféricos",5,"2025-06-12","Joinville"
9113,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2025-08-15","Joinville"
3413,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2024-02-08","Rio de Janeiro"
7583,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-08-18","Santos"
3624,"geladeira",5000.0,"Eletrodomésticos",4,"2025-06-05","Balneário Camboriú"
322,"mouse",100.0,"Informática e Periféricos",2,"2024-07-08","Campinas"
5294,"monitor",1500.0,"Informática e Periféricos",5,"2025-07-24","Porto Alegre"
6966,"mouse",100.0,"Informática e Periféricos",3,"2025-06-07","Santos"
4760,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-09-16","Belo Horizonte"
4812,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-04-05","Porto Alegre"
1885,"teclado","","Informática e Periféricos",4,"2025-01-19","Joinville"
9151,"geladeira",5000.0,"Eletrodomésticos",4,"2024-06-10","Campinas"
6781,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2026-01-23","Joinville"
6151,"notebook",4000.0,"Informática e Periféricos",1,"2024-08-07","Campinas"
6483,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-01-03","Belo Horizonte"
1370,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2024-03-27","Campinas"
3541,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2024-03-31","Santos"
4232,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2024-04-02","São Paulo"
3234,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2024-08-28","Florianópolis"
1520,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-08-17","São Paulo"
5767,"home theater","","TV, Áudio e Vídeo",4,"2024-09-03","Rio de Janeiro"
7949,"teclado","","Informática e Periféricos",4,"2024-10-01","Curitiba"
9051,"notebook",4000.0,"Informática e Periféricos",4,"2025-01-07","Curitiba"
2965,"mouse",100.0,"Informática e Periféricos",4,"2024-09-04","Balneário Camboriú"
3558,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2025-01-02","Florianópolis"
412,"geladeira",5000.0,"Eletrodomésticos",1,"2025-10-04","Florianópolis"
307,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-07-26","Belo Horizonte"
3234,"capinha","","Smartphones e Acessórios",3,"2026-01-20","São Paulo"
64,"notebook",4000.0,"Informática e Periféricos",5,"2025-02-20","Porto Alegre"
8732,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-09-07","Curitiba"
5562,"fogao",1500.0,"Eletrodomésticos",4,"2024-06-03","Florianópolis"
2056,"capinha","","Smartphones e Acessórios",1,"2024-08-26","Porto Alegre"
6838,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2024-07-12","São Paulo"
1815,"fogao",1500.0,"Eletrodomésticos",5,"2025-10-08","Campinas"
4372,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2024-05-29","Joinville"
8476,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2024-07-05","Porto Alegre"
8474,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2024-08-24","Curitiba"
4940,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2026-01-22","Joinville"
3063,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2026-01-01","São Paulo"
4730,"micro-ondas","","Eletrodomésticos",4,"2025-06-01","Belo Horizonte"
2484,"monitor",1500.0,"Informática e Periféricos",5,"2025-12-23","Rio de Janeiro"
5576,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2024-12-14","Florianópolis"
7583,"mouse",100.0,"Informática e Periféricos",2,"2025-11-10","Florianópolis"
8829,"geladeira",5000.0,"Eletrodomésticos",1,"2025-12-21","Rio de Janeiro"
1165,"geladeira",5000.0,"Eletrodomésticos",4,"2024-11-16","Curitiba"
6799,"capinha","","Smartphones e Acessórios",2,"2025-08-22","Balneário Camboriú"
2429,"smartphone",2000.0,"Smartphones e Acessórios",4,"2025-09-04","Porto Alegre"
6469,"teclado","","Informática e Periféricos",3,"2025-05-09","Balneário Camboriú"
8111,"teclado","","Informática e Periféricos",2,"2024-04-17","Belo Horizonte"
9328,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-11-20","Rio de Janeiro"
8739,"mouse",100.0,"Informática e Periféricos",4,"2025-10-15","Belo Horizonte"
5165,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2025-03-29","Florianópolis"
6176,"teclado","","Informática e Periféricos",4,"2024-09-28","Santos"
2426,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2024-04-09","São Paulo"
6318,"geladeira",5000.0,"Eletrodomésticos",4,"2024-08-16","Balneário Camboriú"
9554,"capinha","","Smartphones e Acessórios",5,"2024-11-11","Porto Alegre"
4987,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2024-12-31","São Paulo"
8411,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-08-25","Santos"
4,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2025-05-10","Florianópolis"
3341,"home theater","","TV, Áudio e Vídeo",1,"2025-04-14","São Paulo"
6266,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2025-01-05","São Paulo"
4106,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2024-06-30","Joinville"
3385,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2024-09-17","São Paulo"
3531,"teclado","","Informática e Periféricos",2,"2024-10-30","São Paulo"
2361,"mouse",100.0,"Informática e Periféricos",2,"2025-08-23","Santos"
5607,"carregador",100.0,"Smartphones e Acessórios",5,"2025-10-01","Porto Alegre"
1751,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2025-02-10","São Paulo"
8765,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2024-10-30","Santos"
4741,"mouse",100.0,"Informática e Periféricos",4,"2025-05-17","Santos"
3140,"geladeira",5000.0,"Eletrodomésticos",5,"2024-05-09","Campinas"
5709,"notebook",4000.0,"Informática e Periféricos",2,"2025-01-06","Porto Alegre"
9246,"micro-ondas","","Eletrodomésticos",2,"2025-04-05","Belo Horizonte"
9391,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-06-10","São Paulo"
5701,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2025-08-09","São Paulo"
8638,"mouse",100.0,"Informática e Periféricos",3,"2025-04-18","Porto Alegre"
2050,"fogao",1500.0,"Eletrodomésticos",4,"2024-10-02","Campinas"
3992,"micro-ondas","","Eletrodomésticos",4,"2025-01-27","Joinville"
5102,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2025-04-20","Rio de Janeiro"
2045,"teclado","","Informática e Periféricos",1,"2025-05-22","Joinville"
8267,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-12-10","Campinas"
6058,"teclado","","Informática e Periféricos",1,"2025-09-05","São Paulo"
3650,"teclado","","Informática e Periféricos",5,"2024-08-05","Santos"
8458,"notebook",4000.0,"Informática e Periféricos",2,"2025-03-18","Balneário Camboriú"
8468,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-07-28","Santos"
782,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-05-21","Belo Horizonte"
404,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2025-11-01","Rio de Janeiro"
9995,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-08-21","Balneário Camboriú"
3992,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2025-08-08","Campinas"
1126,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2024-09-13","Belo Horizonte"
3118,"carregador",100.0,"Smartphones e Acessórios",1,"2025-06-13","São Paulo"
8118,"fogao",1500.0,"Eletrodomésticos",1,"2025-03-19","São Paulo"
6313,"notebook",4000.0,"Informática e Periféricos",2,"2026-01-25","São Paulo"
5793,"monitor",1500.0,"Informática e Periféricos",1,"2025-03-04","Santos"
9843,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-12-17","Balneário Camboriú"
4291,"geladeira",5000.0,"Eletrodomésticos",4,"2025-09-25","Campinas"
7593,"home theater","","TV, Áudio e Vídeo",4,"2024-06-18","Joinville"
5928,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-08-19","São Paulo"
820,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-09-17","Campinas"
6557,"geladeira",5000.0,"Eletrodomésticos",4,"2025-02-26","Curitiba"
7144,"notebook",4000.0,"Informática e Periféricos",5,"2024-04-11","Porto Alegre"
1440,"notebook",4000.0,"Informática e Periféricos",3,"2025-06-03","Santos"
9841,"capinha","","Smartphones e Acessórios",3,"2024-03-08","Curitiba"
531,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-09-12","Belo Horizonte"
1439,"home theater","","TV, Áudio e Vídeo",1,"2026-01-12","Balneário Camboriú"
3392,"capinha","","Smartphones e Acessórios",4,"2024-11-09","São Paulo"
2748,"micro-ondas","","Eletrodomésticos",2,"2025-04-11","Campinas"
1230,"home theater","","TV, Áudio e Vídeo",2,"2025-07-26","Belo Horizonte"
7395,"teclado","","Informática e Periféricos",2,"2025-02-03","Campinas"
1026,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2025-02-17","Florianópolis"
6233,"notebook",4000.0,"Informática e Periféricos",2,"2025-06-17","São Paulo"
3278,"teclado","","Informática e Periféricos",1,"2024-05-20","Campinas"
4499,"teclado","","Informática e Periféricos",1,"2024-06-19","Campinas"
4200,"micro-ondas","","Eletrodomésticos",2,"2024-04-23","Joinville"
6602,"capinha","","Smartphones e Acessórios",3,"2026-01-04","Joinville"
9754,"capinha","","Smartphones e Acessórios",5,"2024-11-10","Florianópolis"
669,"mouse",100.0,"Informática e Periféricos",2,"2026-01-09","Belo Horizonte"
2107,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-02-02","São Paulo"
2731,"home theater","","TV, Áudio e Vídeo",5,"2024-09-06","Florianópolis"
1817,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2024-08-30","Balneário Camboriú"
8146,"capinha","","Smartphones e Acessórios",1,"2024-09-03","São Paulo"
2656,"monitor",1500.0,"Informática e Periféricos",1,"2025-09-12","Santos"
7430,"mouse",100.0,"Informática e Periféricos",4,"2025-11-17","Florianópolis"
3003,"mouse",100.0,"Informática e Periféricos",3,"2025-01-06","Balneário Camboriú"
8043,"micro-ondas","","Eletrodomésticos",3,"2025-02-09","Florianópolis"
9547,"notebook",4000.0,"Informática e Periféricos",1,"2024-06-27","São Paulo"
9961,"monitor",1500.0,"Informática e Periféricos",4,"2026-01-23","Rio de Janeiro"
3060,"teclado","","Informática e Periféricos",4,"2026-01-06","Joinville"
2565,"micro-ondas","","Eletrodomésticos",4,"2024-05-24","Florianópolis"
3908,"monitor",1500.0,"Informática e Periféricos",5,"2025-05-15","Campinas"
7106,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-07-08","Florianópolis"
7382,"monitor",1500.0,"Informática e Periféricos",2,"2025-06-03","Joinville"
3825,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2025-01-25","Joinville"
2120,"teclado","","Informática e Periféricos",5,"2024-08-14","Balneário Camboriú"
7562,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-12-13","Santos"
714,"capinha","","Smartphones e Acessórios",4,"2024-10-04","Santos"
6298,"monitor",1500.0,"Informática e Periféricos",5,"2026-01-17","Porto Alegre"
6311,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-03-07","Balneário Camboriú"
4229,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-02-12","Porto Alegre"
1750,"capinha","","Smartphones e Acessórios",4,"2025-04-28","Rio de Janeiro"
1647,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2024-08-12","Campinas"
8584,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-11-28","Joinville"
3355,"notebook",4000.0,"Informática e Periféricos",3,"2024-12-08","Florianópolis"
9728,"teclado","","Informática e Periféricos",5,"2025-05-01","Curitiba"
7250,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-09-24","Rio de Janeiro"
5905,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-05-09","Porto Alegre"
1294,"teclado","","Informática e Periféricos",1,"2025-06-02","Santos"
7153,"notebook",4000.0,"Informática e Periféricos",3,"2024-01-26","Balneário Camboriú"
2688,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-07-03","São Paulo"
5324,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-05-08","Curitiba"
4461,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2024-05-24","Curitiba"
4187,"geladeira",5000.0,"Eletrodomésticos",5,"2025-09-23","São Paulo"
7869,"mouse",100.0,"Informática e Periféricos",1,"2024-03-20","São Paulo"
3017,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-07-01","Joinville"
5158,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-10-30","Curitiba"
8757,"mouse",100.0,"Informática e Periféricos",3,"2024-04-16","Curitiba"
8640,"micro-ondas","","Eletrodomésticos",2,"2024-02-01","Curitiba"
1432,"smartphone",2000.0,"Smartphones e Acessórios",4,"2024-02-16","Campinas"
5996,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2024-08-09","São Paulo"
3113,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-09-05","Joinville"
660,"notebook",4000.0,"Informática e Periféricos",4,"2024-03-04","Santos"
6134,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-09-28","São Paulo"
3220,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-07-16","Balneário Camboriú"
7480,"home theater","","TV, Áudio e Vídeo",3,"2024-06-07","Belo Horizonte"
7937,"home theater","","TV, Áudio e Vídeo",2,"2024-05-14","Campinas"
935,"smartphone",2000.0,"Smartphones e Acessórios",3,"2024-10-31","Santos"
8397,"capinha","","Smartphones e Acessórios",4,"2024-11-09","Campinas"
9577,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2026-01-06","Santos"
1628,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-03-05","São Paulo"
6747,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-05-27","Santos"
582,"mouse",100.0,"Informática e Periféricos",4,"2024-09-30","Belo Horizonte"
3798,"mouse",100.0,"Informática e Periféricos",1,"2025-03-08","Balneário Camboriú"
3614,"monitor",1500.0,"Informática e Periféricos",2,"2025-08-17","Florianópolis"
7333,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-03-10","São Paulo"
6266,"fogao",1500.0,"Eletrodomésticos",3,"2025-06-19","Santos"
6853,"notebook",4000.0,"Informática e Periféricos",2,"2024-12-24","Florianópolis"
7126,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-07-19","Curitiba"
4758,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-04-15","Joinville"
9028,"monitor",1500.0,"Informática e Periféricos",4,"2025-05-17","Belo Horizonte"
957,"notebook",4000.0,"Informática e Periféricos",3,"2025-07-08","Belo Horizonte"
1457,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-09-12","Belo Horizonte"
2129,"fogao",1500.0,"Eletrodomésticos",3,"2025-05-08","São Paulo"
8839,"mouse",100.0,"Informática e Periféricos",3,"2026-01-13","Belo Horizonte"
6928,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2025-01-22","Florianópolis"
3326,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-06-17","Joinville"
9699,"notebook",4000.0,"Informática e Periféricos",2,"2024-09-12","Balneário Camboriú"
6557,"notebook",4000.0,"Informática e Periféricos",5,"2025-08-05","São Paulo"
1061,"notebook",4000.0,"Informática e Periféricos",5,"2024-02-15","Santos"
1548,"geladeira",5000.0,"Eletrodomésticos",2,"2024-04-16","Florianópolis"
7903,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2025-03-04","Santos"
1071,"home theater","","TV, Áudio e Vídeo",5,"2025-12-25","Balneário Camboriú"
9449,"mouse",100.0,"Informática e Periféricos",4,"2024-06-02","Florianópolis"
