cliente,produto,preco,categoria,quantidade,data,valor_total
4123,carregador,100.0,Smartphones e Acessórios,5,20/03/2025,500.0
2342,smart tv,4000.0,"TV, Áudio e Vídeo",5,25/12/2025,20000.0
2183,notebook,4000.0,Informática e Periféricos,1,16/11/2025,4000.0
5262,fone de ouvido,200.0,Smartphones e Acessórios,5,16/04/2024,1000.0
4526,fone de ouvido,200.0,Smartphones e Acessórios,2,08/05/2024,400.0
2451,fogao,1500.0,Eletrodomésticos,5,09/01/2026,7500.0
262,smartwatch,1000.0,Smartphones e Acessórios,2,12/06/2024,2000.0
4475,smartphone,2000.0,Smartphones e Acessórios,4,31/07/2025,8000.0
1968,notebook,4000.0,Informática e Periféricos,5,25/03/2024,20000.0
2249,smart tv,4000.0,"TV, Áudio e Vídeo",1,29/01/2024,4000.0
2373,geladeira,5000.0,Eletrodomésticos,3,10/06/2024,15000.0
6057,smartphone,2000.0,Smartphones e Acessórios,5,19/08/2024,10000.0
1820,chromecast,200.0,"TV, Áudio e Vídeo",4,15/11/2024,800.0
6904,ar-condicionado,2500.0,Eletrodomésticos,1,06/06/2025,2500.0
4117,monitor,1500.0,Informática e Periféricos,5,08/02/2025,7500.0
3838,soundbar,1000.0,"TV, Áudio e Vídeo",4,18/08/2024,4000.0
7724,smartwatch,1000.0,Smartphones e Acessórios,5,10/02/2025,5000.0
4102,smartphone,2000.0,Smartphones e Acessórios,5,12/11/2024,10000.0
8085,smartwatch,1000.0,Smartphones e Acessórios,4,11/06/2024,4000.0
5916,monitor,1500.0,Informática e Periféricos,4,02/07/2025,6000.0
4469,geladeira,5000.0,Eletrodomésticos,3,26/09/2024,15000.0
4217,smart tv,4000.0,"TV, Áudio e Vídeo",3,03/09/2025,12000.0
133,monitor,1500.0,Informática e Periféricos,3,22/05/2024,4500.0
1000,fone de ouvido,200.0,Smartphones e Acessórios,1,29/09/2024,200.0
2842,soundbar,1000.0,"TV, Áudio e Vídeo",4,13/04/2024,4000.0
9603,geladeira,5000.0,Eletrodomésticos,1,05/12/2025,5000.0
2665,carregador,100.0,Smartphones e Acessórios,2,29/01/2024,200.0
3116,smart tv,4000.0,"TV, Áudio e Vídeo",1,08/07/2025,4000.0
4249,soundbar,1000.0,"TV, Áudio e Vídeo",5,23/08/2024,5000.0
6240,fone de ouvido,200.0,Smartphones e Acessórios,5,10/03/2024,1000.0
5690,ar-condicionado,2500.0,Eletrodomésticos,4,16/05/2024,10000.0
939,monitor,1500.0,Informática e Periféricos,5,14/01/2026,7500.0
8042,fogao,1500.0,Eletrodomésticos,3,22/01/2025,4500.0
8350,ar-condicionado,2500.0,Eletrodomésticos,5,30/10/2025,12500.0
212,fogao,1500.0,Eletrodomésticos,3,18/02/2025,4500.0
2702,smartphone,2000.0,Smartphones e Acessórios,5,25/04/2024,10000.0
5074,chromecast,200.0,"TV, Áudio e Vídeo",2,02/10/2025,400.0
3248,geladeira,5000.0,Eletrodomésticos,4,10/05/2024,20000.0
7632,geladeira,5000.0,Eletrodomésticos,1,14/07/2024,5000.0
3741,notebook,4000.0,Informática e Periféricos,4,01/05/2024,16000.0
224,smartwatch,1000.0,Smartphones e Acessórios,5,12/09/2024,5000.0
9698,smart tv,4000.0,"TV, Áudio e Vídeo",5,20/12/2025,20000.0
2217,monitor,1500.0,Informática e Periféricos,3,07/12/2025,4500.0
9924,smartwatch,1000.0,Smartphones e Acessórios,5,29/01/2025,5000.0
4432,smart tv,4000.0,"TV, Áudio e Vídeo",5,02/10/2024,20000.0
247,carregador,100.0,Smartphones e Acessórios,3,01/11/2025,300.0
270,geladeira,5000.0,Eletrodomésticos,1,08/06/2025,5000.0
4605,smartwatch,1000.0,Smartphones e Acessórios,5,04/11/2024,5000.0
4579,chromecast,200.0,"TV, Áudio e Vídeo",3,29/09/2024,600.0
6150,soundbar,1000.0,"TV, Áudio e Vídeo",1,03/05/2024,1000.0
6453,ar-condicionado,2500.0,Eletrodomésticos,3,02/06/2024,7500.0
5391,soundbar,1000.0,"TV, Áudio e Vídeo",4,24/12/2025,4000.0
3068,smartphone,2000.0,Smartphones e Acessórios,4,10/08/2024,8000.0
2717,smartwatch,1000.0,Smartphones e Acessórios,2,30/03/2024,2000.0
5362,smart tv,4000.0,"TV, Áudio e Vídeo",1,05/02/2024,4000.0
3905,soundbar,1000.0,"TV, Áudio e Vídeo",4,01/06/2025,4000.0
9812,smartphone,2000.0,Smartphones e Acessórios,3,24/10/2025,6000.0
5339,soundbar,1000.0,"TV, Áudio e Vídeo",1,11/07/2024,1000.0
652,ar-condicionado,2500.0,Eletrodomésticos,2,13/07/2024,5000.0
6624,notebook,4000.0,Informática e Periféricos,3,03/06/2024,12000.0
3413,ar-condicionado,2500.0,Eletrodomésticos,5,06/02/2024,12500.0
4660,notebook,4000.0,Informática e Periféricos,5,12/10/2024,20000.0
4538,ar-condicionado,2500.0,Eletrodomésticos,4,13/12/2025,10000.0
4117,chromecast,200.0,"TV, Áudio e Vídeo",3,15/12/2024,600.0
3207,chromecast,200.0,"TV, Áudio e Vídeo",5,23/11/2024,1000.0
2677,smart tv,4000.0,"TV, Áudio e Vídeo",3,02/10/2025,12000.0
3213,carregador,100.0,Smartphones e Acessórios,5,18/01/2025,500.0
5307,monitor,1500.0,Informática e Periféricos,1,08/11/2024,1500.0
7021,fogao,1500.0,Eletrodomésticos,1,05/06/2025,1500.0
1701,fogao,1500.0,Eletrodomésticos,5,23/09/2025,7500.0
4482,notebook,4000.0,Informática e Periféricos,3,26/02/2024,12000.0
397,mouse,100.0,Informática e Periféricos,2,09/02/2025,200.0
1713,smart tv,4000.0,"TV, Áudio e Vídeo",4,19/02/2024,16000.0
8114,smartphone,2000.0,Smartphones e Acessórios,3,01/02/2024,6000.0
6620,mouse,100.0,Informática e Periféricos,2,13/03/2024,200.0
6663,fone de ouvido,200.0,Smartphones e Acessórios,5,30/06/2025,1000.0
1280,smart tv,4000.0,"TV, Áudio e Vídeo",3,24/09/2025,12000.0
2434,notebook,4000.0,Informática e Periféricos,1,07/04/2025,4000.0
7101,smartphone,2000.0,Smartphones e Acessórios,3,24/12/2024,6000.0
7695,monitor,1500.0,Informática e Periféricos,4,09/11/2024,6000.0
616,soundbar,1000.0,"TV, Áudio e Vídeo",1,26/09/2024,1000.0
4627,fone de ouvido,200.0,Smartphones e Acessórios,5,10/12/2025,1000.0
1200,smartphone,2000.0,Smartphones e Acessórios,5,03/12/2024,10000.0
5404,fogao,1500.0,Eletrodomésticos,1,20/07/2024,1500.0
9627,carregador,100.0,Smartphones e Acessórios,1,31/05/2025,100.0
7162,geladeira,5000.0,Eletrodomésticos,4,03/09/2024,20000.0
679,fogao,1500.0,Eletrodomésticos,1,21/08/2025,1500.0
285,fone de ouvido,200.0,Smartphones e Acessórios,1,10/01/2026,200.0
9350,mouse,100.0,Informática e Periféricos,5,15/02/2024,500.0
6588,chromecast,200.0,"TV, Áudio e Vídeo",4,10/11/2025,800.0
2217,geladeira,5000.0,Eletrodomésticos,4,16/08/2024,20000.0
4014,smartphone,2000.0,Smartphones e Acessórios,5,18/09/2025,10000.0
3447,smart tv,4000.0,"TV, Áudio e Vídeo",3,11/02/2024,12000.0
1117,carregador,100.0,Smartphones e Acessórios,2,07/05/2025,200.0
1372,smart tv,4000.0,"TV, Áudio e Vídeo",5,19/07/2025,20000.0
8451,smart tv,4000.0,"TV, Áudio e Vídeo",3,17/04/2024,12000.0
7056,fogao,1500.0,Eletrodomésticos,5,07/02/2024,7500.0
9809,fogao,1500.0,Eletrodomésticos,1,28/09/2024,1500.0
8850,carregador,100.0,Smartphones e Acessórios,5,03/02/2024,500.0
2978,smartwatch,1000.0,Smartphones e Acessórios,4,08/10/2025,4000.0
2009,chromecast,200.0,"TV, Áudio e Vídeo",5,05/08/2025,1000.0
17,mouse,100.0,Informática e Periféricos,4,11/05/2024,400.0
9523,chromecast,200.0,"TV, Áudio e Vídeo",3,08/06/2025,600.0
9729,soundbar,1000.0,"TV, Áudio e Vídeo",4,23/02/2025,4000.0
8943,ar-condicionado,2500.0,Eletrodomésticos,1,31/03/2024,2500.0
3826,geladeira,5000.0,Eletrodomésticos,1,11/08/2024,5000.0
6828,geladeira,5000.0,Eletrodomésticos,4,19/12/2024,20000.0
6160,smartphone,2000.0,Smartphones e Acessórios,5,17/04/2024,10000.0
6433,geladeira,5000.0,Eletrodomésticos,1,08/06/2024,5000.0
9530,smartwatch,1000.0,Smartphones e Acessórios,2,10/06/2024,2000.0
6954,chromecast,200.0,"TV, Áudio e Vídeo",5,01/09/2024,1000.0
7243,fone de ouvido,200.0,Smartphones e Acessórios,1,21/06/2024,200.0
4703,soundbar,1000.0,"TV, Áudio e Vídeo",5,05/07/2024,5000.0
2711,ar-condicionado,2500.0,Eletrodomésticos,2,07/04/2024,5000.0
6338,soundbar,1000.0,"TV, Áudio e Vídeo",4,10/08/2025,4000.0
3330,mouse,100.0,Informática e Periféricos,1,10/05/2024,100.0
8975,fone de ouvido,200.0,Smartphones e Acessórios,1,12/05/2025,200.0
1035,fogao,1500.0,Eletrodomésticos,3,07/06/2025,4500.0
852,mouse,100.0,Informática e Periféricos,5,07/02/2025,500.0
3454,chromecast,200.0,"TV, Áudio e Vídeo",2,09/03/2025,400.0
9133,smartwatch,1000.0,Smartphones e Acessórios,1,25/12/2024,1000.0
4872,monitor,1500.0,Informática e Periféricos,2,27/01/2025,3000.0
4060,mouse,100.0,Informática e Periféricos,1,08/06/2025,100.0
956,fone de ouvido,200.0,Smartphones e Acessórios,2,20/07/2024,400.0
2957,carregador,100.0,Smartphones e Acessórios,2,29/01/2025,200.0
8831,soundbar,1000.0,"TV, Áudio e Vídeo",2,12/09/2025,2000.0
6472,mouse,100.0,Informática e Periféricos,3,20/04/2025,300.0
4218,fogao,1500.0,Eletrodomésticos,2,23/09/2025,3000.0
5990,fone de ouvido,200.0,Smartphones e Acessórios,5,18/01/2026,1000.0
3861,smartphone,2000.0,Smartphones e Acessórios,3,21/12/2024,6000.0
3530,monitor,1500.0,Informática e Periféricos,5,01/12/2024,7500.0
6148,soundbar,1000.0,"TV, Áudio e Vídeo",4,09/04/2025,4000.0
8070,fone de ouvido,200.0,Smartphones e Acessórios,5,06/01/2026,1000.0
9912,fone de ouvido,200.0,Smartphones e Acessórios,5,28/12/2025,1000.0
1355,notebook,4000.0,Informática e Periféricos,1,26/09/2024,4000.0
9402,monitor,1500.0,Informática e Periféricos,5,17/08/2024,7500.0
4178,monitor,1500.0,Informática e Periféricos,3,25/08/2025,4500.0
4785,fogao,1500.0,Eletrodomésticos,4,25/07/2024,6000.0
3757,smartphone,2000.0,Smartphones e Acessórios,2,30/07/2024,4000.0
5657,geladeira,5000.0,Eletrodomésticos,4,25/07/2025,20000.0
7337,fone de ouvido,200.0,Smartphones e Acessórios,5,30/05/2024,1000.0
7232,fone de ouvido,200.0,Smartphones e Acessórios,5,14/08/2024,1000.0
5402,fone de ouvido,200.0,Smartphones e Acessórios,4,03/11/2024,800.0
1189,monitor,1500.0,Informática e Periféricos,3,31/08/2024,4500.0
5393,ar-condicionado,2500.0,Eletrodomésticos,3,27/08/2025,7500.0
1548,chromecast,200.0,"TV, Áudio e Vídeo",1,11/04/2025,200.0
4571,mouse,100.0,Informática e Periféricos,5,13/09/2024,500.0
7702,fone de ouvido,200.0,Smartphones e Acessórios,3,06/01/2025,600.0
2407,soundbar,1000.0,"TV, Áudio e Vídeo",3,26/10/2025,3000.0
9281,notebook,4000.0,Informática e Periféricos,3,22/07/2025,12000.0
306,smart tv,4000.0,"TV, Áudio e Vídeo",3,26/05/2025,12000.0
9172,smartwatch,1000.0,Smartphones e Acessórios,5,29/09/2025,5000.0
480,geladeira,5000.0,Eletrodomésticos,2,09/05/2025,10000.0
5238,smartwatch,1000.0,Smartphones e Acessórios,4,12/05/2024,4000.0
5516,carregador,100.0,Smartphones e Acessórios,2,20/06/2025,200.0
8961,monitor,1500.0,Informática e Periféricos,3,28/03/2025,4500.0
4111,fone de ouvido,200.0,Smartphones e Acessórios,3,11/07/2024,600.0
1902,fogao,1500.0,Eletrodomésticos,2,17/04/2025,3000.0
6830,smartwatch,1000.0,Smartphones e Acessórios,5,24/09/2024,5000.0
7984,carregador,100.0,Smartphones e Acessórios,3,21/07/2025,300.0
7170,notebook,4000.0,Informática e Periféricos,3,08/10/2024,12000.0
8506,geladeira,5000.0,Eletrodomésticos,1,21/05/2025,5000.0
1570,notebook,4000.0,Informática e Periféricos,2,27/05/2024,8000.0
9908,notebook,4000.0,Informática e Periféricos,2,29/10/2024,8000.0
754,smart tv,4000.0,"TV, Áudio e Vídeo",2,14/07/2025,8000.0
4394,ar-condicionado,2500.0,Eletrodomésticos,3,21/05/2025,7500.0
8918,chromecast,200.0,"TV, Áudio e Vídeo",5,25/09/2025,1000.0
620,smartwatch,1000.0,Smartphones e Acessórios,1,28/08/2024,1000.0
9974,fogao,1500.0,Eletrodomésticos,1,31/01/2025,1500.0
5037,monitor,1500.0,Informática e Periféricos,3,21/10/2024,4500.0
2726,smart tv,4000.0,"TV, Áudio e Vídeo",5,13/09/2024,20000.0
5995,geladeira,5000.0,Eletrodomésticos,4,17/02/2025,20000.0
8018,fogao,1500.0,Eletrodomésticos,3,24/05/2025,4500.0
5962,smartwatch,1000.0,Smartphones e Acessórios,2,20/09/2024,2000.0
3616,fogao,1500.0,Eletrodomésticos,5,07/10/2025,7500.0
1647,smart tv,4000.0,"TV, Áudio e Vídeo",2,27/01/2025,8000.0
2324,ar-condicionado,2500.0,Eletrodomésticos,5,19/02/2025,12500.0
3043,soundbar,1000.0,"TV, Áudio e Vídeo",5,07/02/2025,5000.0
7845,mouse,100.0,Informática e Periféricos,4,28/03/2025,400.0
5580,notebook,4000.0,Informática e Periféricos,2,22/09/2025,8000.0
4681,monitor,1500.0,Informática e Periféricos,1,13/12/2025,1500.0
4999,carregador,100.0,Smartphones e Acessórios,3,12/10/2024,300.0
1361,chromecast,200.0,"TV, Áudio e Vídeo",4,27/05/2024,800.0
3084,geladeira,5000.0,Eletrodomésticos,4,04/12/2024,20000.0
7302,smartphone,2000.0,Smartphones e Acessórios,2,15/04/2025,4000.0
2825,fone de ouvido,200.0,Smartphones e Acessórios,4,07/11/2025,800.0
5248,notebook,4000.0,Informática e Periféricos,2,16/03/2025,8000.0
9911,fone de ouvido,200.0,Smartphones e Acessórios,5,23/02/2024,1000.0
1293,carregador,100.0,Smartphones e Acessórios,4,10/10/2025,400.0
5090,mouse,100.0,Informática e Periféricos,5,11/08/2025,500.0
6233,geladeira,5000.0,Eletrodomésticos,2,07/06/2025,10000.0
9393,soundbar,1000.0,"TV, Áudio e Vídeo",5,19/10/2024,5000.0
1271,soundbar,1000.0,"TV, Áudio e Vídeo",1,11/04/2024,1000.0
8901,fone de ouvido,200.0,Smartphones e Acessórios,3,12/01/2025,600.0
5095,smartwatch,1000.0,Smartphones e Acessórios,3,07/03/2024,3000.0
2613,chromecast,200.0,"TV, Áudio e Vídeo",2,23/11/2024,400.0
9347,fogao,1500.0,Eletrodomésticos,3,04/02/2025,4500.0
8734,chromecast,200.0,"TV, Áudio e Vídeo",2,12/02/2024,400.0
4732,smartphone,2000.0,Smartphones e Acessórios,4,01/04/2024,8000.0
5640,notebook,4000.0,Informática e Periféricos,5,16/02/2025,20000.0
4932,chromecast,200.0,"TV, Áudio e Vídeo",4,23/01/2025,800.0
4957,geladeira,5000.0,Eletrodomésticos,3,10/03/2025,15000.0
896,soundbar,1000.0,"TV, Áudio e Vídeo",3,04/06/2025,3000.0
7359,ar-condicionado,2500.0,Eletrodomésticos,2,05/05/2025,5000.0
9870,carregador,100.0,Smartphones e Acessórios,5,21/12/2024,500.0
7797,chromecast,200.0,"TV, Áudio e Vídeo",3,28/07/2025,600.0
3816,smartwatch,1000.0,Smartphones e Acessórios,3,15/09/2024,3000.0
5582,ar-condicionado,2500.0,Eletrodomésticos,1,21/04/2025,2500.0
3012,chromecast,200.0,"TV, Áudio e Vídeo",5,13/11/2025,1000.0
4783,chromecast,200.0,"TV, Áudio e Vídeo",2,06/09/2025,400.0
2575,carregador,100.0,Smartphones e Acessórios,4,15/11/2024,400.0
2684,smartwatch,1000.0,Smartphones e Acessórios,3,29/11/2025,3000.0
1509,fogao,1500.0,Eletrodomésticos,2,30/12/2024,3000.0
2873,fogao,1500.0,Eletrodomésticos,1,14/06/2024,1500.0
5200,ar-condicionado,2500.0,Eletrodomésticos,4,28/06/2025,10000.0
7549,smart tv,4000.0,"TV, Áudio e Vídeo",5,25/01/2024,20000.0
8361,ar-condicionado,2500.0,Eletrodomésticos,4,24/05/2024,10000.0
8177,mouse,100.0,Informática e Periféricos,5,21/02/2025,500.0
3766,monitor,1500.0,Informática e Periféricos,2,05/03/2025,3000.0
7419,chromecast,200.0,"TV, Áudio e Vídeo",4,02/12/2025,800.0
1577,mouse,100.0,Informática e Periféricos,3,29/12/2024,300.0
6007,monitor,1500.0,Informática e Periféricos,2,27/03/2025,3000.0
532,soundbar,1000.0,"TV, Áudio e Vídeo",3,01/05/2025,3000.0
9734,fone de ouvido,200.0,Smartphones e Acessórios,1,17/07/2025,200.0
4057,notebook,4000.0,Informática e Periféricos,2,19/07/2025,8000.0
6326,notebook,4000.0,Informática e Periféricos,5,12/02/2024,20000.0
6752,fogao,1500.0,Eletrodomésticos,3,09/10/2024,4500.0
6911,ar-condicionado,2500.0,Eletrodomésticos,2,30/03/2025,5000.0
6171,fogao,1500.0,Eletrodomésticos,5,13/09/2025,7500.0
5402,smartphone,2000.0,Smartphones e Acessórios,2,07/11/2025,4000.0
3457,fone de ouvido,200.0,Smartphones e Acessórios,2,10/10/2024,400.0
2237,notebook,4000.0,Informática e Periféricos,4,15/12/2024,16000.0
574,carregador,100.0,Smartphones e Acessórios,3,21/03/2025,300.0
4546,carregador,100.0,Smartphones e Acessórios,3,04/01/2026,300.0
4757,monitor,1500.0,Informática e Periféricos,2,13/08/2024,3000.0
9269,soundbar,1000.0,"TV, Áudio e Vídeo",1,20/04/2025,1000.0
4347,ar-condicionado,2500.0,Eletrodomésticos,2,22/10/2024,5000.0
6762,carregador,100.0,Smartphones e Acessórios,4,23/01/2026,400.0
9028,notebook,4000.0,Informática e Periféricos,4,06/08/2024,16000.0
7285,ar-condicionado,2500.0,Eletrodomésticos,4,06/04/2025,10000.0
5985,smart tv,4000.0,"TV, Áudio e Vídeo",5,31/05/2024,20000.0
9433,smart tv,4000.0,"TV, Áudio e Vídeo",4,06/09/2024,16000.0
1667,mouse,100.0,Informática e Periféricos,4,01/01/2026,400.0
7330,smart tv,4000.0,"TV, Áudio e Vídeo",4,01/08/2025,16000.0
7157,chromecast,200.0,"TV, Áudio e Vídeo",5,26/12/2024,1000.0
8796,fone de ouvido,200.0,Smartphones e Acessórios,3,14/06/2024,600.0
4725,monitor,1500.0,Informática e Periféricos,5,18/09/2025,7500.0
7318,carregador,100.0,Smartphones e Acessórios,4,23/10/2025,400.0
6270,notebook,4000.0,Informática e Periféricos,1,30/10/2024,4000.0
2157,chromecast,200.0,"TV, Áudio e Vídeo",1,17/08/2024,200.0
4082,smart tv,4000.0,"TV, Áudio e Vídeo",1,22/07/2024,4000.0
6171,smartwatch,1000.0,Smartphones e Acessórios,5,31/12/2024,5000.0
3393,ar-condicionado,2500.0,Eletrodomésticos,1,12/03/2025,2500.0
5232,smartphone,2000.0,Smartphones e Acessórios,4,01/03/2024,8000.0
9377,smart tv,4000.0,"TV, Áudio e Vídeo",1,13/01/2026,4000.0
2329,chromecast,200.0,"TV, Áudio e Vídeo",4,04/03/2024,800.0
8046,smartwatch,1000.0,Smartphones e Acessórios,1,21/02/2024,1000.0
1732,fogao,1500.0,Eletrodomésticos,4,17/06/2025,6000.0
2189,geladeira,5000.0,Eletrodomésticos,2,26/01/2025,10000.0
391,smartwatch,1000.0,Smartphones e Acessórios,5,24/04/2025,5000.0
6360,ar-condicionado,2500.0,Eletrodomésticos,2,20/07/2025,5000.0
6689,carregador,100.0,Smartphones e Acessórios,4,08/02/2024,400.0
4423,geladeira,5000.0,Eletrodomésticos,1,17/05/2025,5000.0
3558,smartwatch,1000.0,Smartphones e Acessórios,2,06/08/2025,2000.0
1634,monitor,1500.0,Informática e Periféricos,5,07/01/2025,7500.0
2641,mouse,100.0,Informática e Periféricos,3,12/06/2024,300.0
6637,smartwatch,1000.0,Smartphones e Acessórios,5,25/05/2024,5000.0
817,fone de ouvido,200.0,Smartphones e Acessórios,2,25/09/2025,400.0
6401,geladeira,5000.0,Eletrodomésticos,2,14/06/2025,10000.0
679,fogao,1500.0,Eletrodomésticos,5,14/12/2024,7500.0
7902,notebook,4000.0,Informática e Periféricos,2,24/06/2024,8000.0
3976,monitor,1500.0,Informática e Periféricos,5,16/06/2024,7500.0
2249,monitor,1500.0,Informática e Periféricos,4,11/02/2025,6000.0
9834,notebook,4000.0,Informática e Periféricos,4,30/11/2025,16000.0
5864,soundbar,1000.0,"TV, Áudio e Vídeo",4,13/06/2024,4000.0
616,smartwatch,1000.0,Smartphones e Acessórios,5,25/03/2025,5000.0
6454,fone de ouvido,200.0,Smartphones e Acessórios,4,03/01/2025,800.0
8993,smartphone,2000.0,Smartphones e Acessórios,3,23/06/2024,6000.0
7547,carregador,100.0,Smartphones e Acessórios,4,10/06/2024,400.0
4008,soundbar,1000.0,"TV, Áudio e Vídeo",1,11/05/2024,1000.0
1679,monitor,1500.0,Informática e Periféricos,3,04/06/2025,4500.0
7968,smartwatch,1000.0,Smartphones e Acessórios,2,24/10/2025,2000.0
9629,ar-condicionado,2500.0,Eletrodomésticos,1,09/08/2025,2500.0
8533,carregador,100.0,Smartphones e Acessórios,3,20/10/2024,300.0
2290,fone de ouvido,200.0,Smartphones e Acessórios,2,03/10/2025,400.0
2415,smartphone,2000.0,Smartphones e Acessórios,1,21/04/2024,2000.0
2278,fogao,1500.0,Eletrodomésticos,4,02/06/2025,6000.0
8632,soundbar,1000.0,"TV, Áudio e Vídeo",4,09/09/2025,4000.0
8895,fogao,1500.0,Eletrodomésticos,5,23/07/2025,7500.0
9760,carregador,100.0,Smartphones e Acessórios,1,07/09/2024,100.0
4315,mouse,100.0,Informática e Periféricos,4,22/08/2024,400.0
1029,smartphone,2000.0,Smartphones e Acessórios,4,24/02/2024,8000.0
3687,geladeira,5000.0,Eletrodomésticos,5,15/08/2025,25000.0
5788,smartwatch,1000.0,Smartphones e Acessórios,2,05/01/2026,2000.0
2825,monitor,1500.0,Informática e Periféricos,1,03/06/2025,1500.0
6166,fone de ouvido,200.0,Smartphones e Acessórios,2,27/08/2025,400.0
1715,smart tv,4000.0,"TV, Áudio e Vídeo",1,16/01/2025,4000.0
7243,fone de ouvido,200.0,Smartphones e Acessórios,5,23/05/2024,1000.0
2171,chromecast,200.0,"TV, Áudio e Vídeo",3,13/08/2024,600.0
9980,smartwatch,1000.0,Smartphones e Acessórios,3,04/07/2024,3000.0
6151,carregador,100.0,Smartphones e Acessórios,3,09/08/2025,300.0
7013,carregador,100.0,Smartphones e Acessórios,3,03/04/2025,300.0
3764,soundbar,1000.0,"TV, Áudio e Vídeo",1,01/12/2024,1000.0
1484,ar-condicionado,2500.0,Eletrodomésticos,2,28/10/2025,5000.0
171,fone de ouvido,200.0,Smartphones e Acessórios,5,15/06/2025,1000.0
9715,soundbar,1000.0,"TV, Áudio e Vídeo",5,25/05/2024,5000.0
8580,smartphone,2000.0,Smartphones e Acessórios,2,25/06/2024,4000.0
9094,smartphone,2000.0,Smartphones e Acessórios,2,13/07/2025,4000.0
6425,monitor,1500.0,Informática e Periféricos,1,21/11/2024,1500.0
269,monitor,1500.0,Informática e Periféricos,1,22/11/2024,1500.0
9613,fogao,1500.0,Eletrodomésticos,2,05/12/2024,3000.0
8795,notebook,4000.0,Informática e Periféricos,5,18/08/2025,20000.0
1238,fone de ouvido,200.0,Smartphones e Acessórios,5,09/06/2024,1000.0
2873,smart tv,4000.0,"TV, Áudio e Vídeo",4,06/05/2024,16000.0
6885,geladeira,5000.0,Eletrodomésticos,4,25/07/2025,20000.0
7770,carregador,100.0,Smartphones e Acessórios,5,24/06/2025,500.0
745,chromecast,200.0,"TV, Áudio e Vídeo",5,04/09/2024,1000.0
9722,smartphone,2000.0,Smartphones e Acessórios,2,25/09/2024,4000.0
3620,smartwatch,1000.0,Smartphones e Acessórios,2,09/07/2024,2000.0
8091,smart tv,4000.0,"TV, Áudio e Vídeo",2,03/08/2024,8000.0
279,chromecast,200.0,"TV, Áudio e Vídeo",3,03/02/2025,600.0
4766,geladeira,5000.0,Eletrodomésticos,3,19/12/2025,15000.0
1812,mouse,100.0,Informática e Periféricos,3,24/12/2025,300.0
9381,soundbar,1000.0,"TV, Áudio e Vídeo",2,24/09/2024,2000.0
1829,mouse,100.0,Informática e Periféricos,1,16/01/2025,100.0
1471,chromecast,200.0,"TV, Áudio e Vídeo",4,13/08/2025,800.0
4851,carregador,100.0,Smartphones e Acessórios,3,06/02/2025,300.0
1360,fone de ouvido,200.0,Smartphones e Acessórios,4,09/04/2025,800.0
7903,mouse,100.0,Informática e Periféricos,4,31/10/2024,400.0
4529,chromecast,200.0,"TV, Áudio e Vídeo",5,31/01/2024,1000.0
5621,smartphone,2000.0,Smartphones e Acessórios,1,31/01/2025,2000.0
9163,fone de ouvido,200.0,Smartphones e Acessórios,4,04/01/2025,800.0
6813,geladeira,5000.0,Eletrodomésticos,4,15/03/2025,20000.0
8088,mouse,100.0,Informática e Periféricos,3,30/09/2025,300.0
8693,soundbar,1000.0,"TV, Áudio e Vídeo",5,29/09/2024,5000.0
2584,soundbar,1000.0,"TV, Áudio e Vídeo",2,19/10/2024,2000.0
7127,ar-condicionado,2500.0,Eletrodomésticos,1,04/05/2025,2500.0
5640,ar-condicionado,2500.0,Eletrodomésticos,5,03/12/2024,12500.0
2815,chromecast,200.0,"TV, Áudio e Vídeo",2,04/10/2025,400.0
292,notebook,4000.0,Informática e Periféricos,3,30/10/2024,12000.0
7211,fone de ouvido,200.0,Smartphones e Acessórios,2,01/04/2025,400.0
9110,carregador,100.0,Smartphones e Acessórios,4,21/06/2024,400.0
2266,smart tv,4000.0,"TV, Áudio e Vídeo",3,21/05/2024,12000.0
6036,geladeira,5000.0,Eletrodomésticos,2,25/11/2024,10000.0
3214,ar-condicionado,2500.0,Eletrodomésticos,4,28/11/2025,10000.0
7427,smartwatch,1000.0,Smartphones e Acessórios,3,28/11/2025,3000.0
3977,chromecast,200.0,"TV, Áudio e Vídeo",3,29/09/2025,600.0
6798,ar-condicionado,2500.0,Eletrodomésticos,3,06/03/2025,7500.0
3952,monitor,1500.0,Informática e Periféricos,1,03/11/2025,1500.0
8232,smartphone,2000.0,Smartphones e Acessórios,5,13/09/2024,10000.0
6200,notebook,4000.0,Informática e Periféricos,1,11/03/2024,4000.0
7439,chromecast,200.0,"TV, Áudio e Vídeo",5,11/10/2024,1000.0
1842,monitor,1500.0,Informática e Periféricos,3,16/08/2024,4500.0
1385,mouse,100.0,Informática e Periféricos,4,18/09/2024,400.0
1771,geladeira,5000.0,Eletrodomésticos,3,12/11/2024,15000.0
5346,fogao,1500.0,Eletrodomésticos,1,06/12/2025,1500.0
5921,ar-condicionado,2500.0,Eletrodomésticos,3,02/12/2025,7500.0
8883,fogao,1500.0,Eletrodomésticos,3,19/09/2024,4500.0
9625,fogao,1500.0,Eletrodomésticos,1,12/09/2025,1500.0
5422,notebook,4000.0,Informática e Periféricos,5,16/12/2024,20000.0
3683,mouse,100.0,Informática e Periféricos,5,14/12/2025,500.0
7106,ar-condicionado,2500.0,Eletrodomésticos,3,05/11/2024,7500.0
9958,chromecast,200.0,"TV, Áudio e Vídeo",2,31/03/2025,400.0
